CustomerID,InvoiceNumberYear,LastInvoiceMonth,LastInvoiceMonthNb,MeanLinesPerInvoice,MeanQuantityPerInvoice,MeanAmountPerInvoice,TotalAmountSpent,cluster_k
13639,1,201109,3,40.0,800.0,1033.3400000000001,1033.3400000000001,0
13642,1,201105,7,66.0,173.0,354.7999999999999,354.7999999999999,7
13643,3,201111,1,9.333333333333334,91.0,173.14666666666668,519.44,4
13644,4,201111,1,36.25,516.5,649.8150000000002,2599.2600000000007,0
13645,1,201108,4,5.0,158.0,252.1,252.1,4
13647,4,201111,1,19.75,223.75,419.53000000000003,1678.1200000000001,4
13649,2,201103,9,11.5,69.5,173.3,346.6,1
13650,6,201111,1,15.833333333333334,153.33333333333334,301.8066666666667,1810.84,4
13651,1,201110,2,5.0,32.0,79.2,79.2,4
13652,3,201110,2,21.0,192.66666666666666,365.02666666666664,1095.08,4
13654,6,201110,2,27.666666666666668,363.6666666666667,451.2216666666666,2707.3299999999995,0
13655,2,201108,4,28.0,302.5,466.485,932.97,0
13656,2,201106,6,24.5,245.0,189.82500000000005,379.6500000000001,1
13657,2,201111,1,8.0,104.5,191.07,382.14,4
13658,5,201111,1,21.4,203.0,494.434,2472.17,4
13659,2,201105,7,52.0,447.0,786.6,1573.2,0
13662,3,201109,3,17.666666666666668,181.0,299.2533333333334,897.7600000000002,4
13663,1,201106,6,13.0,91.0,189.47,189.47,1
13666,3,201110,2,4.0,13.666666666666666,28.21666666666667,84.65,4
13667,1,201107,5,87.0,154.0,305.0199999999998,305.0199999999998,7
13668,21,201112,0,22.19047619047619,176.85714285714286,301.18285714285713,6324.84,6
13669,2,201110,2,4.5,118.5,109.27499999999999,218.54999999999998,4
13670,1,201109,3,25.0,282.0,349.70000000000016,349.70000000000016,4
13672,1,201102,10,3.0,38.0,124.26,124.26,1
13673,2,201111,1,32.5,59.5,198.45999999999998,396.91999999999996,0
13675,2,201107,5,12.5,165.0,243.41,486.82,4
13678,1,201107,5,16.0,924.0,232.60000000000005,232.60000000000005,4
13680,3,201112,0,58.0,422.3333333333333,734.1033333333334,2202.31,0
13681,4,201111,1,14.25,90.0,206.9575,827.83,4
13682,1,201106,6,3.0,10.0,59.5,59.5,1
13684,1,201102,10,29.0,38.0,64.23,64.23,1
13685,7,201112,0,5.571428571428571,722.2857142857143,445.6342857142858,3119.4400000000005,4
13686,1,201106,6,8.0,70.0,72.0,72.0,1
13689,1,201110,2,6.0,512.0,910.0,910.0,4
13690,1,201110,2,9.0,67.0,172.25,172.25,4
13692,3,201111,1,17.333333333333332,408.3333333333333,491.12333333333345,1473.3700000000003,4
13694,50,201112,0,11.2,1246.56,1272.0276,63601.38,9
13695,15,201111,1,6.0,106.86666666666666,166.942,2504.13,6
13697,1,201111,1,12.0,177.0,151.3,151.3,4
13699,1,201107,5,14.0,66.0,308.58,308.58,4
13700,10,201111,1,19.7,230.4,226.51200000000003,2265.1200000000003,4
13703,1,201101,11,1.0,10.0,99.5,99.5,1
13704,9,201112,0,14.88888888888889,170.11111111111111,256.45111111111106,2308.0599999999995,4
13705,3,201112,0,9.333333333333334,121.0,237.28666666666666,711.86,4
13706,1,201102,10,20.0,189.0,330.78999999999996,330.78999999999996,1
13707,2,201103,9,24.0,175.5,403.2049999999999,806.4099999999999,1
13708,1,201103,9,50.0,305.0,294.87999999999994,294.87999999999994,1
13709,13,201112,0,25.692307692307693,270.0,484.24999999999994,6295.249999999999,6
13710,1,201111,1,8.0,176.0,180.48000000000002,180.48000000000002,4
13711,2,201105,7,6.5,70.0,126.03,252.06,1
13712,1,201104,8,10.0,352.0,228.83999999999997,228.83999999999997,1
13715,5,201103,9,20.6,111.4,212.288,1061.44,1
13716,1,201103,9,21.0,138.0,138.28,138.28,1
13717,6,201111,1,16.833333333333332,326.3333333333333,238.71,1432.26,4
13718,2,201104,8,6.0,86.5,153.275,306.55,1
13719,5,201111,1,12.0,121.8,208.336,1041.68,4
13720,4,201108,4,10.75,125.25,199.97500000000002,799.9000000000001,4
13721,1,201111,1,28.0,316.0,524.14,524.14,0
13722,3,201107,5,28.333333333333332,467.0,791.8033333333336,2375.4100000000008,0
13723,1,201105,7,6.0,43.0,199.85000000000002,199.85000000000002,1
13725,8,201110,2,12.875,97.75,245.92,1967.36,4
13726,2,201111,1,21.0,527.0,539.8299999999999,1079.6599999999999,4
13727,2,201111,1,10.0,81.0,166.74,333.48,4
13728,6,201111,1,10.5,76.33333333333333,169.35666666666668,1016.1400000000001,4
13730,2,201107,5,21.5,244.0,376.30000000000007,752.6000000000001,4
13731,2,201105,7,19.0,139.0,305.29499999999996,610.5899999999999,1
13732,1,201111,1,33.0,498.0,491.86,491.86,0
13735,4,201111,1,47.75,276.25,703.8225000000001,2815.2900000000004,0
13736,2,201112,0,95.5,248.5,365.94999999999993,731.8999999999999,7
13737,1,201105,7,30.0,125.0,339.59999999999997,339.59999999999997,1
13739,1,201111,1,3.0,54.0,216.9,216.9,4
13740,1,201104,8,23.0,425.0,350.75,350.75,1
13741,3,201109,3,11.333333333333334,72.66666666666667,222.81000000000003,668.4300000000001,4
13742,12,201111,1,26.75,93.66666666666667,260.9183333333333,3131.0199999999995,6
13743,7,201112,0,5.857142857142857,253.71428571428572,191.65714285714284,1341.6,4
13744,2,201109,3,36.0,624.5,578.1800000000001,1156.3600000000001,0
13745,1,201106,6,24.0,486.0,291.53999999999996,291.53999999999996,1
13747,1,201100,12,1.0,8.0,79.6,79.6,1
13748,5,201109,3,5.6,87.8,189.64999999999998,948.2499999999999,4
13750,5,201110,2,4.8,103.2,329.45200000000006,1647.2600000000002,4
13751,1,201102,10,9.0,152.0,296.24999999999994,296.24999999999994,1
13752,6,201108,4,12.666666666666666,146.0,197.71333333333337,1186.2800000000002,4
13753,1,201102,10,35.0,512.0,741.26,741.26,1
13754,2,201107,5,6.0,107.0,141.3,282.6,4
13755,9,201112,0,38.0,140.44444444444446,240.1499999999999,2161.349999999999,0
13756,14,201112,0,10.071428571428571,226.0,367.0799999999999,5139.119999999999,6
13758,7,201111,1,16.714285714285715,263.42857142857144,455.79285714285714,3190.55,4
13759,2,201111,1,12.5,143.5,329.705,659.41,4
13760,2,201110,2,28.5,98.5,143.39499999999998,286.78999999999996,0
13761,2,201110,2,35.0,321.0,535.325,1070.65,0
13763,1,201110,2,15.0,728.0,1714.9599999999998,1714.9599999999998,0
13764,3,201109,3,69.0,309.6666666666667,506.25333333333333,1518.76,7
13767,37,201112,0,9.91891891891892,197.59459459459458,464.5381081081081,17187.91,6
13769,10,201112,0,13.5,116.3,279.65099999999995,2796.5099999999993,4
13771,4,201110,2,29.75,369.25,658.6125,2634.45,0
13772,3,201111,1,59.0,182.0,377.3766666666666,1132.1299999999999,0
13774,1,201109,3,22.0,192.0,344.99999999999994,344.99999999999994,4
13777,33,201112,0,5.96969696969697,390.8181818181818,787.1866666666665,25977.159999999996,6
13778,1,201108,4,9.0,70.0,178.7,178.7,4
13780,2,201112,0,28.5,159.0,180.00500000000002,360.01000000000005,0
13781,1,201104,8,17.0,30.0,127.84000000000002,127.84000000000002,1
13782,6,201111,1,19.166666666666668,61.833333333333336,152.0,912.0,4
13784,11,201111,1,2.8181818181818183,226.63636363636363,223.89,2462.79,4
13786,1,201100,12,7.0,136.0,230.4,230.4,1
13787,2,201109,3,15.5,168.5,154.52,309.04,4
13790,1,201112,0,45.0,748.0,348.79999999999995,348.79999999999995,0
13791,2,201108,4,5.5,600.0,758.0,1516.0,4
13792,2,201110,2,6.5,46.0,97.775,195.55,4
13798,57,201112,0,6.105263157894737,417.6140350877193,647.5524561403511,36910.49000000001,9
13799,2,201108,4,19.5,201.0,344.42999999999995,688.8599999999999,4
13800,1,201102,10,33.0,331.0,558.3199999999997,558.3199999999997,1
13801,1,201110,2,23.0,168.0,324.79999999999995,324.79999999999995,4
13802,3,201107,5,19.333333333333332,790.6666666666666,1393.14,4179.42,0
13803,1,201103,9,17.0,121.0,277.07000000000005,277.07000000000005,1
13804,7,201111,1,19.571428571428573,214.0,376.5414285714286,2635.79,4
13805,2,201110,2,6.5,950.0,462.29999999999995,924.5999999999999,4
13806,1,201110,2,10.0,56.0,256.38,256.38,4
13807,1,201100,12,7.0,36.0,112.6,112.6,1
13808,5,201112,0,15.2,156.4,349.532,1747.6599999999999,4
13809,1,201102,10,12.0,29.0,155.05,155.05,1
13810,2,201111,1,16.0,153.5,413.755,827.51,4
13811,2,201106,6,5.0,31.5,259.875,519.75,1
13812,3,201110,2,11.0,110.0,161.66666666666666,484.99999999999994,4
13813,4,201110,2,16.25,135.25,292.21500000000003,1168.8600000000001,4
13814,2,201109,3,28.0,431.0,781.06,1562.12,0
13815,4,201111,1,43.25,635.0,916.8400000000001,3667.3600000000006,0
13816,2,201111,1,13.0,132.5,249.83500000000004,499.6700000000001,4
13817,2,201111,1,11.0,104.0,164.49000000000004,328.9800000000001,4
13819,3,201102,10,12.0,369.6666666666667,380.1166666666666,1140.35,1
13821,2,201107,5,29.5,76.5,192.81999999999996,385.63999999999993,0
13822,2,201112,0,48.0,305.5,316.0,632.0,0
13823,2,201111,1,20.0,219.5,478.83,957.66,4
13824,5,201111,1,9.2,153.6,339.7879999999999,1698.9399999999996,4
13826,1,201106,6,10.0,82.0,189.5,189.5,1
13827,3,201110,2,31.0,47.0,137.35,412.05,0
13828,1,201111,1,15.0,311.0,209.49000000000004,209.49000000000004,4
13831,6,201111,1,12.333333333333334,124.16666666666667,367.16499999999996,2202.99,4
13832,1,201111,1,3.0,28.0,52.199999999999996,52.199999999999996,4
13833,1,201107,5,29.0,118.0,384.7999999999999,384.7999999999999,0
13835,4,201111,1,13.75,110.5,208.64250000000004,834.5700000000002,4
13837,2,201105,7,9.5,91.5,135.62,271.24,1
13838,4,201112,0,43.5,65.75,172.9325,691.73,0
13841,1,201104,8,1.0,100.0,85.0,85.0,1
13842,9,201110,2,22.88888888888889,196.44444444444446,376.18000000000006,3385.6200000000003,4
13844,1,201111,1,20.0,196.0,361.62,361.62,4
13845,1,201110,2,9.0,182.0,312.98,312.98,4
13846,3,201111,1,18.333333333333332,129.33333333333334,288.3533333333334,865.0600000000002,4
13848,3,201109,3,1.6666666666666667,1233.3333333333333,418.3333333333333,1255.0,4
13849,2,201110,2,50.5,508.0,768.9749999999999,1537.9499999999998,0
13850,1,201108,4,93.0,944.0,1595.4799999999996,1595.4799999999996,7
13851,3,201109,3,27.0,568.3333333333334,883.8200000000002,2651.4600000000005,0
13853,1,201110,2,23.0,312.0,1090.14,1090.14,0
13854,25,201112,0,4.32,91.44,321.8328,8045.820000000001,6
13856,3,201106,6,4.666666666666667,164.66666666666666,129.5,388.5,1
13858,1,201110,2,11.0,75.0,216.16999999999996,216.16999999999996,4
13859,1,201101,11,28.0,129.0,201.16,201.16,1
13860,5,201112,0,15.2,118.2,249.17999999999998,1245.8999999999999,4
13862,8,201111,1,17.375,211.0,276.16999999999996,2209.3599999999997,4
13863,1,201104,8,20.0,224.0,305.78000000000003,305.78000000000003,1
13865,4,201110,2,7.5,51.0,125.38999999999999,501.55999999999995,4
13866,1,201109,3,7.0,57.0,145.67,145.67,4
13867,3,201111,1,20.333333333333332,171.0,338.43,1015.29,4
13868,2,201112,0,16.5,982.0,1596.27,3192.54,0
13869,4,201108,4,76.75,430.25,776.2374999999996,3104.9499999999985,7
13870,8,201112,0,14.375,165.625,346.3675,2770.94,4
13871,13,201111,1,25.846153846153847,215.84615384615384,492.5576923076924,6403.250000000001,6
13873,3,201108,4,7.666666666666667,46.666666666666664,129.86666666666667,389.6,4
13874,1,201100,12,18.0,180.0,540.45,540.45,1
13875,5,201110,2,20.8,263.2,357.358,1786.79,4
13876,1,201110,2,7.0,36.0,122.69999999999999,122.69999999999999,4
13877,1,201109,3,3.0,108.0,117.24000000000001,117.24000000000001,4
13878,1,201110,2,36.0,475.0,1281.53,1281.53,0
13880,13,201111,1,12.692307692307692,141.69230769230768,247.67461538461538,3219.77,6
13881,20,201112,0,8.8,503.1,849.4759999999999,16989.519999999997,6
13882,5,201112,0,12.8,190.0,226.256,1131.28,4
13883,5,201111,1,27.6,278.0,523.5800000000002,2617.9000000000005,0
13884,5,201112,0,11.8,60.0,157.52,787.6,4
13885,2,201106,6,14.0,91.0,253.40000000000003,506.80000000000007,1
13886,1,201109,3,16.0,126.0,243.56000000000003,243.56000000000003,4
13887,1,201105,7,19.0,147.0,349.54999999999995,349.54999999999995,1
13888,2,201108,4,20.0,129.0,302.81500000000005,605.6300000000001,4
13889,1,201109,3,15.0,146.0,416.9,416.9,4
13890,10,201112,0,11.0,83.1,188.38100000000003,1883.8100000000002,4
13892,4,201111,1,6.75,245.75,158.2425,632.97,4
13893,1,201102,10,21.0,190.0,821.1,821.1,1
13894,3,201111,1,8.666666666666666,116.0,184.90666666666667,554.72,4
13895,4,201111,1,29.5,341.25,648.2674999999999,2593.0699999999997,0
13897,1,201110,2,17.0,200.0,311.15999999999997,311.15999999999997,4
13898,1,201101,11,12.0,133.0,155.93,155.93,1
13899,2,201111,1,9.5,78.0,194.26000000000002,388.52000000000004,4
13900,3,201106,6,14.333333333333334,143.33333333333334,246.98333333333335,740.95,1
13901,5,201109,3,29.8,347.8,573.4400000000002,2867.2000000000007,0
13904,2,201111,1,13.0,166.0,166.31999999999996,332.63999999999993,4
13908,4,201109,3,30.0,368.5,576.1750000000001,2304.7000000000003,0
13911,9,201110,2,16.444444444444443,303.44444444444446,286.76777777777784,2580.9100000000003,4
13914,2,201111,1,16.0,189.5,306.975,613.95,4
13917,2,201110,2,9.0,114.0,136.01999999999998,272.03999999999996,4
13918,2,201110,2,15.0,570.0,606.42,1212.84,4
13919,2,201110,2,12.5,223.5,169.15499999999997,338.30999999999995,4
13922,1,201100,12,7.0,93.0,172.24999999999997,172.24999999999997,1
13923,1,201110,2,20.0,185.0,351.13000000000005,351.13000000000005,4
13924,5,201112,0,22.4,312.6,356.11,1780.55,4
13925,4,201109,3,9.25,81.75,154.16250000000002,616.6500000000001,4
13926,1,201111,1,11.0,104.0,223.85000000000002,223.85000000000002,4
13927,1,201109,3,21.0,214.0,348.99,348.99,4
13928,4,201111,1,6.75,32.25,116.14250000000001,464.57000000000005,4
13929,2,201106,6,4.5,71.5,421.325,842.65,1
13930,2,201110,2,8.5,137.0,168.66999999999996,337.3399999999999,4
13931,2,201109,3,29.0,362.5,618.7650000000003,1237.5300000000007,0
13932,1,201102,10,16.0,72.0,307.4,307.4,1
13933,2,201108,4,11.5,102.5,304.395,608.79,4
13934,1,201103,9,31.0,390.0,922.0999999999997,922.0999999999997,1
13936,1,201106,6,25.0,324.0,361.28,361.28,1
13937,1,201106,6,9.0,123.0,158.85,158.85,1
13938,1,201111,1,7.0,70.0,71.66,71.66,4
13939,3,201111,1,15.0,282.3333333333333,189.51666666666665,568.55,4
13940,4,201111,1,12.25,129.0,209.785,839.14,4
13941,5,201111,1,9.0,472.8,1022.5920000000002,5112.960000000001,4
13946,3,201109,3,3.6666666666666665,147.66666666666666,187.18999999999997,561.5699999999999,4
13947,1,201110,2,5.0,44.0,90.6,90.6,4
13948,1,201100,12,3.0,40.0,101.99999999999999,101.99999999999999,1
13949,6,201112,0,26.666666666666668,412.3333333333333,404.55333333333334,2427.32,0
13950,4,201111,1,8.5,80.25,182.14,728.56,4
13951,3,201106,6,13.0,153.0,224.81666666666663,674.4499999999999,1
13952,2,201105,7,68.0,715.0,1625.5349999999999,3251.0699999999997,7
13953,7,201112,0,2.857142857142857,389.14285714285717,502.24000000000007,3515.6800000000003,4
13954,2,201112,0,11.0,72.0,194.71,389.42,4
13955,2,201107,5,16.5,77.0,161.48000000000002,322.96000000000004,4
13956,5,201112,0,30.4,98.2,205.28400000000002,1026.42,0
13959,3,201109,3,30.666666666666668,119.0,199.4,598.2,0
13960,2,201111,1,6.0,71.0,115.11,230.22,4
13962,2,201111,1,5.5,43.5,84.775,169.55,4
13963,4,201102,10,8.75,115.0,166.135,664.54,1
13967,1,201107,5,2.0,42.0,80.7,80.7,4
13969,18,201112,0,34.388888888888886,249.05555555555554,499.26055555555547,8986.689999999999,6
13971,8,201111,1,18.5,229.25,342.1825,2737.46,4
13972,2,201109,3,7.5,93.5,95.12500000000001,190.25000000000003,4
13973,1,201102,10,11.0,109.0,264.7,264.7,1
13974,1,201110,2,28.0,249.0,413.59,413.59,0
13975,6,201111,1,56.166666666666664,288.3333333333333,420.4966666666666,2522.9799999999996,0
13976,1,201105,7,10.0,154.0,357.9800000000001,357.9800000000001,1
13978,2,201111,1,7.5,157.5,98.395,196.79,4
13979,1,201109,3,54.0,639.0,869.8700000000001,869.8700000000001,0
13980,1,201110,2,11.0,172.0,200.14000000000001,200.14000000000001,4
13982,4,201110,2,27.5,283.75,467.31499999999994,1869.2599999999998,0
13983,11,201111,1,9.272727272727273,106.36363636363636,235.49636363636364,2590.46,4
13984,4,201111,1,3.75,67.75,122.00750000000001,488.03000000000003,4
13985,15,201112,0,23.333333333333332,229.4,468.69533333333345,7030.430000000002,6
13986,1,201111,1,13.0,430.0,320.46000000000004,320.46000000000004,4
13988,6,201111,1,38.666666666666664,505.0,685.0433333333334,4110.26,0
13989,2,201110,2,20.5,656.5,633.04,1266.08,4
13990,1,201105,7,16.0,190.0,311.3,311.3,1
13991,6,201111,1,13.833333333333334,166.16666666666666,142.495,854.97,4
13992,1,201111,1,5.0,64.0,76.8,76.8,4
13993,9,201110,2,13.444444444444445,100.0,385.1511111111111,3466.36,4
13994,6,201112,0,25.833333333333332,156.66666666666666,385.5233333333333,2313.14,0
13995,5,201111,1,17.0,173.4,276.698,1383.49,4
13999,12,201111,1,17.333333333333332,186.91666666666666,325.1508333333334,3901.8100000000013,6
14000,1,201105,7,15.0,710.0,635.6600000000001,635.6600000000001,1
14001,3,201110,2,13.0,320.6666666666667,681.0266666666666,2043.08,4
14002,2,201107,5,23.5,438.5,264.865,529.73,4
14004,7,201110,2,24.428571428571427,381.14285714285717,654.6628571428572,4582.64,0
14005,5,201111,1,16.8,495.6,574.9440000000001,2874.7200000000003,4
14006,3,201108,4,10.0,213.66666666666666,320.72999999999996,962.1899999999999,4
14009,2,201105,7,21.0,182.5,347.80499999999995,695.6099999999999,1
14012,1,201103,9,11.0,160.0,328.8,328.8,1
14013,3,201108,4,11.333333333333334,154.0,157.67333333333332,473.02,4
14014,1,201109,3,39.0,1076.0,505.18000000000006,505.18000000000006,0
14015,1,201110,2,20.0,378.0,917.34,917.34,0
14016,4,201107,5,40.0,531.0,1072.8025,4291.21,0
14019,3,201110,2,21.666666666666668,345.3333333333333,469.62000000000006,1408.8600000000001,4
14020,2,201111,1,19.5,220.5,321.4,642.8,4
14021,3,201107,5,7.333333333333333,64.0,210.63333333333333,631.9,4
14022,1,201104,8,28.0,487.0,440.0,440.0,1
14023,2,201112,0,15.5,172.5,292.035,584.07,4
14024,2,201108,4,8.0,75.0,163.85,327.7,4
14027,1,201110,2,6.0,62.0,104.82000000000002,104.82000000000002,4
14029,2,201110,2,7.5,99.0,233.82999999999998,467.65999999999997,4
14030,8,201111,1,30.375,184.875,295.01125,2360.09,0
14031,17,201112,0,14.352941176470589,316.0,864.7564705882354,14700.860000000002,6
14032,11,201112,0,12.909090909090908,183.63636363636363,268.2390909090909,2950.63,6
14034,3,201111,1,28.666666666666668,105.0,170.67333333333332,512.02,0
14035,5,201111,1,13.2,147.8,285.604,1428.02,4
14036,1,201102,10,38.0,268.0,626.6499999999999,626.6499999999999,1
14037,2,201106,6,14.0,23.0,73.60000000000002,147.20000000000005,1
14038,3,201109,3,30.666666666666668,321.6666666666667,520.1266666666667,1560.38,0
14039,1,201111,1,6.0,92.0,152.2,152.2,4
14040,12,201110,2,19.583333333333332,129.5,301.24333333333334,3614.92,6
14041,1,201103,9,21.0,94.0,141.41,141.41,1
14044,4,201111,1,52.25,77.0,163.205,652.82,0
14045,4,201108,4,1.5,133.75,414.9375,1659.75,4
14046,1,201102,10,13.0,443.0,151.58999999999997,151.58999999999997,1
14047,4,201112,0,7.75,94.75,324.82750000000004,1299.3100000000002,4
14048,1,201102,10,84.0,280.0,386.32999999999987,386.32999999999987,7
14049,4,201111,1,121.75,967.25,1418.4425,5673.77,7
14050,2,201111,1,27.0,344.5,373.18,746.36,0
14051,23,201112,0,9.08695652173913,162.95652173913044,674.2778260869566,15508.390000000001,6
14052,1,201111,1,56.0,89.0,225.35999999999993,225.35999999999993,0
14053,2,201108,4,2.0,107.5,130.125,260.25,4
14054,1,201110,2,6.0,62.0,92.46,92.46,4
14055,1,201108,4,10.0,216.0,725.6400000000001,725.6400000000001,4
14056,23,201112,0,47.56521739130435,184.7391304347826,354.3986956521739,8151.17,6
14057,17,201111,1,16.294117647058822,276.94117647058823,361.6117647058824,6147.4000000000015,6
14059,1,201103,9,8.0,128.0,183.59999999999997,183.59999999999997,1
14060,19,201112,0,10.578947368421053,282.8421052631579,322.91473684210524,6135.379999999999,6
14062,12,201111,1,9.25,466.0833333333333,872.0708333333336,10464.850000000002,6
14064,5,201111,1,15.8,356.4,269.248,1346.24,4
14066,1,201103,9,7.0,45.0,152.55,152.55,1
14067,2,201110,2,26.0,180.5,187.35000000000002,374.70000000000005,4
14068,1,201101,11,24.0,73.0,265.85,265.85,1
14071,8,201112,0,39.125,107.75,161.57375000000002,1292.5900000000001,0
14073,1,201111,1,12.0,128.0,139.54,139.54,4
14075,3,201112,0,14.333333333333334,251.33333333333334,314.08666666666664,942.26,4
14076,1,201108,4,46.0,81.0,122.46999999999997,122.46999999999997,0
14077,5,201110,2,8.4,53.6,99.88399999999999,499.41999999999996,4
14078,6,201108,4,10.833333333333334,51.666666666666664,174.89499999999998,1049.37,4
14079,1,201108,4,12.0,301.0,375.09999999999997,375.09999999999997,4
14080,1,201111,1,4.0,48.0,45.599999999999994,45.599999999999994,4
14081,2,201102,10,75.5,297.0,457.3099999999999,914.6199999999998,7
14082,1,201100,12,29.0,110.0,182.24999999999997,182.24999999999997,1
14083,9,201112,0,20.11111111111111,81.33333333333333,113.1588888888889,1018.4300000000001,4
14085,18,201112,0,24.944444444444443,176.83333333333334,246.43277777777777,4435.79,6
14087,1,201112,0,69.0,251.0,194.42,194.42,7
14088,13,201111,1,45.23076923076923,968.6923076923077,3878.1146153846157,50415.490000000005,9
14089,1,201110,2,14.0,134.0,161.0,161.0,4
14090,1,201101,11,1.0,72.0,76.32000000000001,76.32000000000001,1
14092,14,201112,0,15.285714285714286,147.57142857142858,291.20785714285716,4076.9100000000003,6
14093,1,201111,1,105.0,406.0,442.8499999999999,442.8499999999999,7
14096,17,201112,0,299.70588235294116,960.9411764705883,3132.848823529417,53258.43000000009,9
14098,1,201111,1,21.0,104.0,147.34999999999997,147.34999999999997,4
14099,11,201111,1,22.636363636363637,198.0,281.9290909090909,3101.2200000000003,6
14100,1,201107,5,26.0,64.0,194.9,194.9,4
14101,6,201109,3,5.833333333333333,1157.0,996.1316666666665,5976.789999999999,4
14102,5,201112,0,15.4,188.6,265.63599999999997,1328.1799999999998,4
14104,2,201107,5,10.5,36.0,108.105,216.21,4
14105,1,201104,8,74.0,800.0,1266.2300000000002,1266.2300000000002,7
14107,7,201110,2,17.571428571428573,256.14285714285717,386.17571428571426,2703.23,4
14108,2,201111,1,17.0,190.5,298.95500000000004,597.9100000000001,4
14109,1,201109,3,4.0,56.0,80.2,80.2,4
14110,12,201112,0,12.916666666666666,204.58333333333334,472.47083333333325,5669.649999999999,6
14111,4,201111,1,2.5,114.5,173.2125,692.85,4
14112,6,201111,1,25.833333333333332,269.8333333333333,469.3916666666668,2816.350000000001,0
14113,4,201112,0,7.75,160.75,351.73,1406.92,4
14114,2,201103,9,7.5,50.5,193.26500000000001,386.53000000000003,1
14116,5,201111,1,14.4,141.4,276.54800000000006,1382.7400000000002,4
14117,1,201107,5,3.0,72.0,90.0,90.0,4
14121,4,201112,0,39.75,520.5,695.0374999999999,2780.1499999999996,0
14124,1,201109,3,5.0,1618.0,419.58000000000004,419.58000000000004,4
14125,3,201111,1,55.666666666666664,546.6666666666666,913.4766666666668,2740.4300000000003,0
14126,3,201112,0,4.666666666666667,152.66666666666666,214.54333333333332,643.63,4
14127,3,201108,4,14.666666666666666,107.0,236.57000000000002,709.71,4
14128,2,201110,2,23.0,282.0,318.75,637.5,4
14129,5,201112,0,10.4,118.4,224.772,1123.86,4
14130,1,201101,11,67.0,258.0,483.85999999999996,483.85999999999996,1
14132,11,201112,0,18.181818181818183,306.1818181818182,326.00272727272727,3586.0299999999997,6
14133,3,201108,4,9.333333333333334,116.0,201.88,605.64,4
14135,15,201112,0,8.933333333333334,256.6666666666667,312.6873333333333,4690.3099999999995,6
14138,2,201112,0,23.5,305.0,491.1900000000001,982.3800000000002,0
14139,1,201110,2,26.0,510.0,415.81999999999994,415.81999999999994,0
14140,2,201112,0,32.5,404.5,460.025,920.05,0
14141,4,201112,0,10.0,88.75,228.78250000000003,915.1300000000001,4
14142,1,201100,12,22.0,313.0,311.81000000000006,311.81000000000006,1
14143,1,201107,5,7.0,30.0,115.8,115.8,4
14145,4,201110,2,2.5,159.0,787.05,3148.2,4
14146,4,201112,0,43.75,471.5,737.3925,2949.57,0
14147,2,201109,3,2.0,48.0,234.20000000000002,468.40000000000003,4
14148,1,201104,8,3.0,16.0,157.2,157.2,1
14149,1,201105,7,17.0,132.0,267.08000000000004,267.08000000000004,1
14150,2,201111,1,13.0,248.0,329.32000000000005,658.6400000000001,4
14152,2,201109,3,24.5,355.5,310.645,621.29,4
14154,2,201104,8,26.0,232.5,672.81,1345.62,1
14155,1,201103,9,6.0,25.0,118.75,118.75,1
14156,54,201111,1,25.555555555555557,1057.4074074074074,2111.7746296296295,114035.83,9
14157,2,201111,1,24.0,142.0,216.44000000000005,432.8800000000001,4
14158,1,201110,2,41.0,781.0,507.66000000000014,507.66000000000014,0
14159,11,201111,1,109.0909090909091,400.1818181818182,425.7536363636363,4683.289999999999,7
14161,3,201105,7,36.0,151.66666666666666,370.17333333333335,1110.52,1
14162,2,201106,6,12.5,71.0,144.68,289.36,1
14163,4,201109,3,13.0,223.25,611.4775,2445.91,4
14164,2,201109,3,14.5,516.5,815.8850000000001,1631.7700000000002,4
14165,1,201103,9,25.0,54.0,122.53999999999999,122.53999999999999,1
14167,4,201110,2,13.0,37.5,143.71,574.84,4
14171,1,201109,3,58.0,167.0,363.78999999999996,363.78999999999996,0
14173,4,201111,1,7.25,37.5,112.71000000000001,450.84000000000003,4
14174,1,201111,1,26.0,94.0,134.46,134.46,4
14175,3,201110,2,48.333333333333336,492.3333333333333,1060.8666666666668,3182.6000000000004,0
14176,4,201102,10,7.75,52.25,144.225,576.9,1
14177,4,201109,3,10.5,51.25,139.85250000000002,559.4100000000001,4
14178,7,201112,0,46.42857142857143,214.71428571428572,228.7042857142857,1600.9299999999998,0
14179,2,201110,2,82.5,165.0,359.8899999999999,719.7799999999997,7
14180,25,201111,1,9.32,28.44,185.88480000000004,4647.120000000001,6
14184,1,201110,2,24.0,127.0,452.89,452.89,0
14185,1,201101,11,3.0,6.0,197.65,197.65,1
14188,6,201111,1,10.833333333333334,193.66666666666666,342.3933333333334,2054.36,4
14189,15,201112,0,17.533333333333335,261.93333333333334,308.5253333333333,4627.88,6
14191,13,201112,0,19.846153846153847,281.53846153846155,359.1430769230769,4668.86,6
14193,2,201110,2,21.0,222.5,426.69499999999994,853.3899999999999,4
14194,21,201112,0,27.38095238095238,276.95238095238096,537.4247619047621,11285.920000000004,6
14195,2,201105,7,3.5,380.0,505.99999999999994,1011.9999999999999,1
14196,1,201108,4,6.0,142.0,335.52,335.52,4
14198,4,201111,1,9.75,72.5,175.35,701.4,4
14199,1,201105,7,2.0,28.0,185.39999999999998,185.39999999999998,1
