cluster_k,CustomerID,InvoiceNumberYear,LastInvoiceMonth,LastInvoiceMonthNb,MeanLinesPerInvoice,MeanQuantityPerInvoice,MeanAmountPerInvoice,TotalAmountSpent
7,13849,2,201110,2,50.5,508.0,768.9749999999999,1537.9499999999998
0,17725,11,201111,1,17.272727272727273,196.27272727272728,310.20272727272726,3412.23
0,18121,2,201107,5,16.0,225.0,336.55000000000007,673.1000000000001
3,12802,1,201106,6,23.0,300.0,382.58,382.58
3,13715,5,201103,9,20.6,111.4,212.288,1061.44
0,15678,1,201110,2,12.0,184.0,352.70000000000005,352.70000000000005
0,13455,2,201111,1,22.5,175.5,521.745,1043.49
3,16159,1,201103,9,14.0,236.0,348.2000000000001,348.2000000000001
3,16823,1,201104,8,38.0,136.0,358.37999999999994,358.37999999999994
7,17297,1,201111,1,51.0,67.0,131.78000000000006,131.78000000000006
0,13495,5,201112,0,9.4,164.6,403.03400000000005,2015.1700000000003
3,12999,3,201105,7,9.333333333333334,114.0,151.95999999999998,455.87999999999994
0,14517,2,201111,1,9.0,45.5,165.22500000000002,330.45000000000005
0,18018,2,201108,4,14.5,27.5,61.06999999999999,122.13999999999999
3,12585,2,201104,8,42.5,633.5,912.05,1824.1
0,14500,3,201109,3,2.3333333333333335,39.0,118.95,356.85
3,16665,1,201100,12,9.0,59.0,135.4,135.4
0,14594,2,201112,0,26.5,92.5,189.915,379.83
2,13850,1,201108,4,93.0,944.0,1595.4799999999996,1595.4799999999996
7,12432,4,201110,2,26.75,450.0,1089.8300000000002,4359.320000000001
0,17937,7,201112,0,6.142857142857143,250.57142857142858,614.46,4301.22
7,17400,5,201108,4,42.6,219.4,425.99199999999985,2129.959999999999
3,16757,1,201101,11,7.0,81.0,106.83,106.83
0,12795,1,201111,1,13.0,64.0,318.4800000000001,318.4800000000001
6,15570,12,201112,0,26.75,172.08333333333334,345.98499999999996,4151.82
3,12755,2,201103,9,2.0,745.5,1905.975,3811.95
0,13549,7,201111,1,7.285714285714286,65.42857142857143,131.17142857142855,918.1999999999999
6,12682,31,201112,0,16.0,177.58064516129033,355.74903225806446,11028.219999999998
0,13292,2,201111,1,15.5,173.5,289.47,578.94
3,16766,2,201103,9,17.0,268.0,572.8,1145.6
0,15306,3,201110,2,19.333333333333332,270.0,391.45,1174.35
0,12407,5,201110,2,14.4,280.6,301.424,1507.12
7,13680,3,201112,0,58.0,422.3333333333333,734.1033333333334,2202.31
0,16407,10,201111,1,17.2,112.4,212.69299999999998,2126.93
7,16813,10,201112,0,44.9,152.5,169.29799999999997,1692.9799999999998
0,16419,6,201108,4,8.5,72.66666666666667,162.03833333333336,972.2300000000001
7,16265,9,201111,1,28.333333333333332,292.44444444444446,592.9777777777776,5336.799999999999
0,18160,2,201110,2,19.5,147.0,319.0300000000001,638.0600000000002
0,13327,8,201111,1,13.375,198.5,452.1962500000001,3617.5700000000006
0,14566,1,201108,4,4.0,800.0,1432.0,1432.0
0,13297,4,201112,0,14.75,240.75,522.4625000000001,2089.8500000000004
3,18269,1,201100,12,6.0,70.0,138.89999999999998,138.89999999999998
0,15462,3,201109,3,3.6666666666666665,57.333333333333336,78.2,234.60000000000002
0,16554,3,201110,2,15.666666666666666,117.0,246.75000000000003,740.2500000000001
0,15148,1,201111,1,20.0,187.0,301.28999999999996,301.28999999999996
3,17334,2,201102,10,5.5,157.5,153.51000000000002,307.02000000000004
3,14059,1,201103,9,8.0,128.0,183.59999999999997,183.59999999999997
7,15450,1,201111,1,30.0,376.0,429.84,429.84
0,14581,1,201111,1,17.0,217.0,138.6,138.6
0,12434,2,201109,3,24.5,193.0,396.4699999999999,792.9399999999998
0,18097,6,201112,0,18.0,281.0,449.6333333333334,2697.8
2,15436,3,201111,1,109.66666666666667,204.33333333333334,374.17666666666656,1122.5299999999997
0,13892,4,201111,1,6.75,245.75,158.2425,632.97
0,16181,1,201109,3,11.0,152.0,305.5400000000001,305.5400000000001
0,17213,7,201110,2,22.285714285714285,167.71428571428572,395.0471428571429,2765.3300000000004
7,13208,5,201110,2,29.4,153.6,239.88400000000001,1199.42
0,15722,5,201111,1,13.8,205.2,444.51200000000006,2222.5600000000004
0,13638,1,201111,1,8.0,93.0,122.64000000000001,122.64000000000001
3,12791,1,201100,12,1.0,96.0,177.60000000000002,177.60000000000002
0,14785,2,201111,1,1.5,42.0,38.7,77.4
3,16065,1,201100,12,74.0,231.0,372.0900000000001,372.0900000000001
0,17214,6,201110,2,17.0,45.833333333333336,164.02,984.1200000000001
0,17466,2,201111,1,20.5,153.0,381.64,763.28
0,15739,1,201110,2,8.0,472.0,449.12000000000006,449.12000000000006
2,15069,1,201106,6,70.0,520.0,1109.5300000000007,1109.5300000000007
0,18287,3,201110,2,23.333333333333332,528.6666666666666,612.4266666666666,1837.28
3,12982,1,201104,8,28.0,288.0,390.53999999999996,390.53999999999996
7,13853,1,201110,2,23.0,312.0,1090.14,1090.14
0,16139,3,201111,1,10.333333333333334,110.0,211.80333333333337,635.4100000000001
3,18078,2,201105,7,14.5,72.5,168.065,336.13
3,12834,1,201103,9,18.0,110.0,312.38,312.38
0,16365,9,201111,1,5.666666666666667,56.0,171.1577777777778,1540.42
6,13013,13,201112,0,16.846153846153847,171.07692307692307,370.07230769230773,4810.9400000000005
7,16380,1,201110,2,32.0,1524.0,1780.5900000000001,1780.5900000000001
3,14693,1,201103,9,8.0,34.0,172.9,172.9
3,16461,1,201106,6,33.0,49.0,151.42,151.42
3,18071,2,201103,9,12.5,130.0,226.5,453.0
0,14301,1,201108,4,13.0,606.0,640.14,640.14
0,14790,4,201111,1,11.5,174.75,186.265,745.06
0,14951,1,201109,3,20.0,311.0,311.69000000000005,311.69000000000005
3,14270,1,201101,11,29.0,197.0,492.6499999999999,492.6499999999999
3,12551,1,201100,12,10.0,100.0,168.0,168.0
0,17083,3,201108,4,17.333333333333332,257.3333333333333,468.59333333333325,1405.7799999999997
0,12676,6,201111,1,6.5,110.66666666666667,181.89833333333334,1091.39
0,14078,6,201108,4,10.833333333333334,51.666666666666664,174.89499999999998,1049.37
2,17379,1,201111,1,83.0,663.0,404.66,404.66
3,15923,1,201100,12,21.0,122.0,127.08000000000003,127.08000000000003
3,18004,1,201100,12,40.0,78.0,169.46999999999997,169.46999999999997
0,13727,2,201111,1,10.0,81.0,166.74,333.48
3,14413,1,201100,12,23.0,68.0,122.7,122.7
7,13339,1,201105,7,54.0,326.0,860.1200000000002,860.1200000000002
0,17268,4,201108,4,1.5,211.0,190.91,763.64
7,17348,5,201111,1,43.0,280.2,231.90400000000005,1159.5200000000002
0,16930,3,201111,1,18.0,113.66666666666667,126.85000000000004,380.5500000000001
7,17082,2,201111,1,40.5,524.5,1001.925,2003.85
6,17920,17,201112,0,40.88235294117647,147.88235294117646,246.6,4192.2
3,17960,1,201106,6,26.0,41.0,73.78,73.78
0,16093,1,201108,4,1.0,20.0,17.0,17.0
3,17525,1,201100,12,9.0,82.0,422.70000000000005,422.70000000000005
0,17629,8,201112,0,15.25,202.625,223.015,1784.12
3,15397,1,201102,10,6.0,20.0,94.0,94.0
7,16820,1,201109,3,26.0,307.0,497.61000000000007,497.61000000000007
0,13435,7,201112,0,14.428571428571429,304.14285714285717,544.2700000000001,3809.8900000000003
2,12971,85,201112,0,3.5647058823529414,108.28235294117647,128.63247058823526,10933.759999999997
3,18072,1,201106,6,3.0,60.0,20.04,20.04
6,14952,11,201110,2,12.545454545454545,305.0,736.3172727272727,8099.49
0,15663,1,201108,4,9.0,106.0,138.14000000000001,138.14000000000001
0,15024,10,201111,1,15.5,92.0,166.133,1661.3300000000002
3,16315,1,201101,11,14.0,75.0,226.37,226.37
3,15437,1,201103,9,45.0,79.0,200.16000000000003,200.16000000000003
7,14224,4,201108,4,29.5,128.5,262.53,1050.12
0,14738,7,201110,2,7.428571428571429,82.28571428571429,184.27714285714288,1289.94
3,15032,3,201103,9,16.333333333333332,889.3333333333334,1488.0333333333328,4464.0999999999985
0,16225,5,201110,2,26.8,98.6,219.26400000000004,1096.3200000000002
6,12901,27,201112,0,4.185185185185185,837.2962962962963,635.8407407407408,17167.7
7,15556,1,201111,1,31.0,236.0,279.77,279.77
3,17670,1,201104,8,11.0,110.0,205.7,205.7
0,15261,1,201107,5,19.0,270.0,254.82000000000002,254.82000000000002
0,16829,1,201107,5,11.0,99.0,197.22,197.22
0,13260,1,201110,2,8.0,142.0,557.6200000000001,557.6200000000001
0,14333,1,201110,2,14.0,57.0,402.7,402.7
0,16572,3,201108,4,19.0,177.33333333333334,336.5333333333333,1009.5999999999999
2,15471,1,201112,0,77.0,266.0,469.47999999999985,469.47999999999985
0,16364,2,201111,1,26.5,140.0,353.52,707.04
3,14155,1,201103,9,6.0,25.0,118.75,118.75
0,14937,3,201110,2,11.333333333333334,161.33333333333334,540.6266666666667,1621.88
0,14714,1,201111,1,10.0,229.0,160.19,160.19
0,17856,4,201112,0,3.75,210.5,354.50750000000005,1418.0300000000002
3,13581,1,201102,10,10.0,30.0,117.99999999999999,117.99999999999999
3,14238,1,201101,11,8.0,111.0,146.85,146.85
0,18019,1,201110,2,5.0,7.0,38.45,38.45
6,13969,18,201112,0,34.388888888888886,249.05555555555554,499.26055555555547,8986.689999999999
6,16033,20,201112,0,56.45,176.2,437.02750000000003,8740.550000000001
0,17324,4,201111,1,12.5,211.0,247.5575,990.23
3,16587,1,201104,8,13.0,71.0,225.14999999999995,225.14999999999995
0,12680,4,201112,0,12.25,109.75,197.70249999999996,790.8099999999998
0,15623,1,201107,5,19.0,125.0,301.03,301.03
6,17975,13,201111,1,22.615384615384617,119.23076923076923,338.94692307692304,4406.3099999999995
0,15782,3,201111,1,14.333333333333334,288.0,871.58,2614.7400000000002
3,15881,5,201101,11,5.2,39.8,75.648,378.23999999999995
0,12599,7,201111,1,7.857142857142857,135.42857142857142,126.93999999999998,888.5799999999999
3,13044,1,201102,10,33.0,429.0,560.4700000000001,560.4700000000001
3,14770,2,201104,8,26.0,245.0,438.21000000000004,876.4200000000001
0,17317,2,201110,2,4.0,555.0,1281.0900000000001,2562.1800000000003
0,17436,2,201112,0,4.5,45.0,108.14999999999999,216.29999999999998
0,12610,4,201111,1,25.0,255.25,428.56,1714.24
7,16629,2,201109,3,32.0,246.5,208.86499999999995,417.7299999999999
3,13707,2,201103,9,24.0,175.5,403.2049999999999,806.4099999999999
0,16961,1,201108,4,14.0,125.0,234.17,234.17
0,17175,4,201110,2,15.75,216.5,360.9225,1443.69
7,15677,1,201110,2,33.0,319.0,657.23,657.23
7,17774,4,201109,3,39.0,128.0,306.3525,1225.41
0,12421,4,201111,1,10.25,119.5,159.76000000000002,639.0400000000001
7,14349,1,201111,1,31.0,86.0,133.50000000000006,133.50000000000006
3,16084,1,201102,10,38.0,216.0,436.17999999999995,436.17999999999995
3,14142,1,201100,12,22.0,313.0,311.81000000000006,311.81000000000006
0,16842,3,201108,4,21.0,231.0,421.3966666666667,1264.19
0,15185,1,201109,3,21.0,666.0,310.62000000000006,310.62000000000006
7,12521,1,201107,5,37.0,306.0,545.6800000000001,545.6800000000001
7,15800,2,201108,4,59.5,167.5,349.53999999999996,699.0799999999999
7,16653,2,201111,1,34.0,365.0,598.9050000000002,1197.8100000000004
7,15787,3,201111,1,68.66666666666667,180.0,316.01666666666665,948.05
0,18155,3,201109,3,8.333333333333334,88.66666666666667,123.87333333333333,371.62
0,13940,4,201111,1,12.25,129.0,209.785,839.14
3,16619,1,201103,9,14.0,133.0,226.21,226.21
0,14448,2,201111,1,10.0,52.0,187.675,375.35
0,15048,4,201110,2,24.25,48.75,96.01250000000002,384.05000000000007
6,16422,50,201111,1,7.34,673.36,693.0279999999999,34651.399999999994
7,17125,1,201110,2,40.0,291.0,259.34999999999997,259.34999999999997
0,17659,12,201111,1,13.0,124.0,246.57583333333332,2958.91
3,13712,1,201104,8,10.0,352.0,228.83999999999997,228.83999999999997
0,16433,1,201111,1,17.0,106.0,184.26000000000002,184.26000000000002
6,12678,9,201110,2,17.333333333333332,1211.111111111111,1814.606666666667,16331.460000000003
3,14348,1,201103,9,18.0,183.0,409.57,409.57
7,15790,1,201111,1,35.0,114.0,220.84999999999997,220.84999999999997
0,15826,3,201110,2,22.666666666666668,321.0,551.4366666666666,1654.31
7,12667,1,201110,2,32.0,391.0,460.12999999999994,460.12999999999994
0,13778,1,201108,4,9.0,70.0,178.7,178.7
6,13777,33,201112,0,5.96969696969697,390.8181818181818,787.1866666666665,25977.159999999996
3,16247,1,201106,6,16.0,182.0,114.56,114.56
3,17980,3,201106,6,10.0,227.33333333333334,270.48333333333335,811.45
7,14730,8,201112,0,62.625,141.5,250.63249999999996,2005.0599999999997
7,15719,13,201111,1,71.92307692307692,209.46153846153845,387.86999999999995,5042.3099999999995
3,17102,1,201103,9,1.0,2.0,25.5,25.5
7,12886,2,201110,2,41.0,385.0,689.2,1378.4
0,13140,3,201108,4,15.333333333333334,62.0,141.23999999999998,423.71999999999997
3,13531,2,201105,7,11.0,87.0,241.90000000000003,483.80000000000007
3,12377,2,201101,11,38.0,471.0,774.0599999999998,1548.1199999999997
2,12847,1,201111,1,91.0,909.0,871.5399999999998,871.5399999999998
0,17658,2,201111,1,8.5,278.0,273.28999999999996,546.5799999999999
7,16418,3,201110,2,34.0,96.0,225.09,675.27
0,13388,2,201107,5,17.0,140.5,313.575,627.15
7,13722,3,201107,5,28.333333333333332,467.0,791.8033333333336,2375.4100000000008
0,12394,2,201110,2,12.5,404.0,540.24,1080.48
7,14474,1,201110,2,29.0,140.0,547.6600000000001,547.6600000000001
2,13451,5,201111,1,88.6,429.8,595.2300000000001,2976.1500000000005
6,14397,19,201112,0,4.578947368421052,99.47368421052632,137.52421052631576,2612.9599999999996
7,15555,16,201111,1,55.75,275.25,299.74562499999996,4795.929999999999
0,13657,2,201111,1,8.0,104.5,191.07,382.14
0,14240,2,201111,1,21.0,209.0,445.17000000000013,890.3400000000003
3,17580,3,201104,8,14.666666666666666,29.0,70.92333333333335,212.77000000000004
0,14550,2,201111,1,24.0,197.0,382.80999999999995,765.6199999999999
3,18087,1,201102,10,1.0,3906.0,3202.9199999999996,3202.9199999999996
0,15634,1,201111,1,15.0,99.0,243.55,243.55
0,15286,1,201110,2,3.0,55.0,240.55,240.55
7,16460,3,201111,1,45.0,293.0,271.5733333333333,814.7199999999999
0,14416,2,201111,1,7.0,163.0,245.11,490.22
7,18272,6,201112,0,27.666666666666668,341.6666666666667,513.0966666666667,3078.5800000000004
0,16637,4,201111,1,16.5,222.75,281.1475,1124.59
0,14631,3,201110,2,13.666666666666666,207.33333333333334,335.66,1006.98
3,14813,2,201100,12,15.0,33.5,77.715,155.43
3,16965,1,201104,8,25.0,243.0,192.06999999999996,192.06999999999996
0,15680,3,201111,1,26.0,317.3333333333333,444.55999999999995,1333.6799999999998
2,12398,1,201110,2,84.0,1389.0,1435.6599999999999,1435.6599999999999
2,13089,94,201112,0,19.21276595744681,328.98936170212767,615.0412765957448,57813.880000000005
0,15458,1,201111,1,7.0,156.0,161.64,161.64
0,14824,4,201111,1,7.25,131.25,281.9275,1127.71
0,17564,3,201111,1,16.333333333333332,48.666666666666664,151.33666666666667,454.01000000000005
7,15539,1,201112,0,41.0,410.0,538.46,538.46
0,16747,2,201111,1,21.0,291.5,418.03,836.06
0,18066,1,201109,3,10.0,108.0,318.0,318.0
7,18181,1,201111,1,44.0,146.0,382.79999999999995,382.79999999999995
3,18086,1,201103,9,7.0,106.0,101.33999999999999,101.33999999999999
3,17616,3,201106,6,1.0,74.66666666666667,190.4,571.2
0,18151,2,201107,5,19.0,177.5,326.67499999999995,653.3499999999999
3,17995,1,201103,9,2.0,133.0,76.1,76.1
0,16836,2,201110,2,5.5,82.5,125.935,251.87
3,15780,3,201106,6,9.666666666666666,73.33333333333333,158.42666666666665,475.28
0,17873,5,201109,3,8.2,199.6,325.796,1628.98
0,14177,4,201109,3,10.5,51.25,139.85250000000002,559.4100000000001
0,12727,7,201111,1,18.714285714285715,293.7142857142857,489.3857142857144,3425.7000000000007
7,13363,2,201111,1,29.0,354.0,446.25,892.5
0,14641,1,201111,1,7.0,90.0,110.46,110.46
0,16384,2,201109,3,16.5,130.0,292.25,584.5
7,12620,3,201111,1,30.333333333333332,393.0,434.46999999999997,1303.4099999999999
7,17596,7,201111,1,38.57142857142857,628.5714285714286,403.98999999999995,2827.93
0,17464,1,201107,5,9.0,220.0,289.96000000000004,289.96000000000004
0,14524,9,201111,1,22.555555555555557,75.11111111111111,207.52,1867.68
0,16690,2,201109,3,5.5,68.5,104.315,208.63
0,17985,1,201111,1,23.0,183.0,634.9499999999999,634.9499999999999
7,14830,1,201110,2,39.0,168.0,196.28,196.28
0,17522,5,201112,0,14.4,204.4,213.23000000000002,1066.15
0,13509,6,201112,0,7.166666666666667,184.16666666666666,160.78666666666666,964.72
0,15370,7,201110,2,13.428571428571429,118.57142857142857,340.86428571428576,2386.05
0,18147,2,201110,2,3.5,101.5,89.67,179.34
0,16875,5,201110,2,22.4,213.8,419.10599999999994,2095.5299999999997
6,15358,22,201112,0,24.954545454545453,319.6363636363636,378.3681818181818,8324.1
3,15178,1,201103,9,3.0,30.0,40.5,40.5
7,16942,9,201111,1,31.0,89.66666666666667,210.45666666666665,1894.11
3,17026,2,201106,6,2.0,48.5,77.41499999999999,154.82999999999998
7,14713,11,201111,1,30.818181818181817,146.8181818181818,242.39636363636365,2666.36
7,16442,3,201112,0,58.0,148.66666666666666,205.59666666666666,616.79
3,15395,1,201101,11,7.0,17.0,107.45000000000002,107.45000000000002
2,17672,2,201110,2,54.5,839.0,1573.785,3147.57
6,17576,19,201112,0,21.42105263157895,103.0,183.98052631578946,3495.6299999999997
7,13735,4,201111,1,47.75,276.25,703.8225000000001,2815.2900000000004
7,17180,4,201110,2,31.75,170.5,195.82,783.28
0,13890,10,201112,0,11.0,83.1,188.38100000000003,1883.8100000000002
3,18159,1,201102,10,23.0,139.0,530.1500000000002,530.1500000000002
0,16681,6,201109,3,7.333333333333333,234.5,295.0566666666667,1770.3400000000001
0,15683,1,201108,4,10.0,131.0,193.75,193.75
7,17433,1,201109,3,54.0,185.0,303.16,303.16
0,14766,6,201112,0,22.333333333333332,220.83333333333334,408.8283333333334,2452.9700000000003
7,17777,3,201111,1,64.66666666666667,169.0,221.95333333333338,665.8600000000001
3,13934,1,201103,9,31.0,390.0,922.0999999999997,922.0999999999997
2,15000,1,201110,2,77.0,218.0,490.52,490.52
7,14662,4,201111,1,42.0,150.5,192.79250000000008,771.1700000000003
0,17693,1,201107,5,16.0,231.0,200.47,200.47
3,17556,1,201105,7,6.0,101.0,157.9,157.9
6,17652,12,201111,1,21.333333333333332,207.66666666666666,401.91083333333336,4822.93
0,14184,1,201110,2,24.0,127.0,452.89,452.89
0,15632,8,201111,1,20.125,257.125,396.26374999999996,3170.1099999999997
0,17045,3,201108,4,7.333333333333333,35.333333333333336,113.14666666666665,339.43999999999994
7,14966,1,201111,1,38.0,187.0,191.3199999999999,191.3199999999999
7,17364,11,201112,0,37.36363636363637,245.54545454545453,407.38000000000005,4481.18
0,16948,3,201107,5,6.333333333333333,538.0,145.0066666666667,435.02000000000004
0,14967,1,201110,2,6.0,140.0,463.8,463.8
7,15034,8,201111,1,48.875,302.25,536.70125,4293.61
3,13686,1,201106,6,8.0,70.0,72.0,72.0
0,15238,3,201111,1,16.333333333333332,230.0,353.16333333333336,1059.49
3,16446,1,201105,7,2.0,2.0,2.9,2.9
0,14665,5,201110,2,13.0,100.4,255.23600000000002,1276.18
0,15423,1,201111,1,2.0,101.0,43.5,43.5
3,16010,3,201104,8,28.666666666666668,70.0,135.83333333333334,407.5
0,17237,2,201111,1,9.5,52.5,157.345,314.69
3,16349,1,201102,10,9.0,9.0,53.5,53.5
0,16342,4,201109,3,3.75,39.25,80.60249999999999,322.40999999999997
3,12829,2,201101,11,5.5,188.0,146.5,293.0
0,14660,2,201109,3,15.0,114.0,142.87,285.74
3,15973,1,201100,12,3.0,88.0,110.72,110.72
7,15429,2,201111,1,41.0,190.0,198.675,397.35
0,17368,7,201111,1,13.428571428571429,97.14285714285714,192.78857142857143,1349.52
7,12472,7,201111,1,47.0,587.1428571428571,858.6157142857145,6010.310000000001
3,14870,1,201103,9,13.0,119.0,327.24999999999994,327.24999999999994
7,13988,6,201111,1,38.666666666666664,505.0,685.0433333333334,4110.26
0,15974,7,201110,2,25.0,322.2857142857143,489.93571428571425,3429.5499999999997
0,17489,2,201110,2,14.5,214.0,188.32000000000002,376.64000000000004
3,14823,3,201106,6,23.333333333333332,29.333333333333332,107.14333333333333,321.43
0,13016,3,201109,3,15.666666666666666,175.66666666666666,263.2966666666666,789.8899999999999
0,14947,2,201109,3,7.0,89.5,145.41,290.82
3,17392,2,201102,10,30.5,159.0,225.95499999999998,451.90999999999997
0,12604,2,201109,3,7.5,100.0,118.09,236.18
3,12686,1,201100,12,6.0,106.0,71.14,71.14
7,12456,3,201110,2,40.666666666666664,539.3333333333334,860.3466666666667,2581.04
3,15537,1,201106,6,24.0,29.0,110.92000000000003,110.92000000000003
0,13806,1,201110,2,10.0,56.0,256.38,256.38
0,15646,3,201107,5,11.333333333333334,129.33333333333334,141.71333333333334,425.14
0,16758,1,201110,2,22.0,203.0,369.34,369.34
7,15791,2,201110,2,37.5,365.5,806.3450000000001,1612.6900000000003
0,17935,2,201107,5,14.0,40.5,71.445,142.89
7,16717,6,201111,1,27.833333333333332,262.8333333333333,551.3350000000002,3308.0100000000007
3,14985,2,201105,7,43.5,130.0,148.37499999999997,296.74999999999994
3,17343,1,201100,12,17.0,56.0,193.63999999999996,193.63999999999996
3,15882,4,201105,7,5.25,63.5,123.26999999999998,493.0799999999999
0,15434,5,201112,0,10.4,128.4,200.49600000000004,1002.4800000000001
3,15825,1,201106,6,20.0,220.0,532.94,532.94
0,13310,3,201111,1,23.333333333333332,194.0,367.56,1102.68
3,12908,1,201106,6,1.0,600.0,432.0,432.0
0,14006,3,201108,4,10.0,213.66666666666666,320.72999999999996,962.1899999999999
7,16916,2,201111,1,71.5,220.0,288.12999999999994,576.2599999999999
3,15224,1,201100,12,12.0,150.0,310.47999999999996,310.47999999999996
0,16233,3,201109,3,7.0,56.666666666666664,158.96,476.88
0,12691,5,201111,1,5.4,77.6,185.56,927.8
0,17553,1,201108,4,2.0,1048.0,1487.6,1487.6
0,13095,1,201109,3,6.0,144.0,74.4,74.4
0,14127,3,201108,4,14.666666666666666,107.0,236.57000000000002,709.71
6,16326,14,201112,0,22.714285714285715,49.214285714285715,220.42571428571426,3085.9599999999996
3,13501,1,201102,10,52.0,560.0,1340.3199999999997,1340.3199999999997
3,16957,2,201104,8,8.0,86.0,208.32,416.64
7,17311,2,201109,3,27.5,502.5,692.425,1384.85
2,15907,3,201112,0,82.66666666666667,169.33333333333334,322.19999999999993,966.5999999999998
0,14642,1,201110,2,2.0,76.0,96.12,96.12
3,14795,1,201106,6,6.0,17.0,131.45,131.45
0,14332,3,201111,1,8.666666666666666,160.33333333333334,288.77,866.31
0,16837,11,201111,1,15.0,142.0909090909091,288.2709090909091,3170.98
3,17499,1,201102,10,40.0,711.0,622.88,622.88
3,17829,1,201102,10,30.0,496.0,889.24,889.24
7,13883,5,201111,1,27.6,278.0,523.5800000000002,2617.9000000000005
0,14107,7,201110,2,17.571428571428573,256.14285714285717,386.17571428571426,2703.23
0,14601,1,201111,1,7.0,168.0,213.96000000000004,213.96000000000004
3,12565,1,201102,10,9.0,80.0,145.92,145.92
7,15976,2,201106,6,49.0,138.5,215.46999999999997,430.93999999999994
0,16316,8,201110,2,18.75,184.75,365.15125,2921.21
0,14032,11,201112,0,12.909090909090908,183.63636363636363,268.2390909090909,2950.63
7,13744,2,201109,3,36.0,624.5,578.1800000000001,1156.3600000000001
0,17781,2,201107,5,6.0,17.0,94.00999999999999,188.01999999999998
7,15322,1,201109,3,37.0,376.0,612.1199999999999,612.1199999999999
0,13177,1,201110,2,17.0,91.0,282.45,282.45
7,17050,6,201109,3,52.666666666666664,269.0,538.14,3228.8399999999997
7,12757,9,201111,1,40.44444444444444,264.6666666666667,464.9111111111111,4184.2
3,16193,1,201104,8,19.0,219.0,314.45,314.45
7,16204,1,201111,1,57.0,231.0,405.71000000000004,405.71000000000004
3,17550,3,201105,7,14.0,28.666666666666668,89.05333333333333,267.15999999999997
3,14350,1,201103,9,17.0,171.0,265.04999999999995,265.04999999999995
0,13993,9,201110,2,13.444444444444445,100.0,385.1511111111111,3466.36
7,12347,7,201112,0,26.0,351.14285714285717,615.7142857142857,4310.0
6,15218,11,201111,1,15.090909090909092,302.6363636363636,523.3536363636364,5756.89
3,14729,1,201100,12,71.0,197.0,313.48999999999995,313.48999999999995
0,16866,3,201107,5,3.6666666666666665,20.0,69.24666666666667,207.74
0,16188,4,201110,2,16.75,195.5,245.46499999999997,981.8599999999999
3,17517,1,201102,10,11.0,102.0,153.94,153.94
6,13881,20,201112,0,8.8,503.1,849.4759999999999,16989.519999999997
0,17588,3,201108,4,7.666666666666667,225.33333333333334,413.40000000000003,1240.2
0,18073,12,201108,4,6.083333333333333,259.0,323.1266666666667,3877.5200000000004
0,12950,3,201112,0,7.666666666666667,460.0,614.3333333333334,1843.0
2,17602,6,201112,0,92.83333333333333,691.1666666666666,844.5783333333333,5067.469999999999
0,14853,2,201111,1,4.5,41.0,237.9,475.8
0,12808,3,201111,1,9.0,62.333333333333336,151.88333333333333,455.65
3,13570,1,201104,8,27.0,161.0,239.49000000000004,239.49000000000004
3,14368,1,201101,11,8.0,36.0,155.00000000000003,155.00000000000003
0,15836,1,201110,2,8.0,24.0,117.47000000000001,117.47000000000001
0,12602,1,201110,2,12.0,162.0,153.12000000000003,153.12000000000003
3,15363,1,201100,12,16.0,144.0,326.0,326.0
7,16208,2,201110,2,33.0,166.5,332.13,664.26
6,13418,18,201111,1,16.72222222222222,215.66666666666666,326.84611111111116,5883.2300000000005
2,12357,1,201111,1,131.0,2708.0,6207.669999999996,6207.669999999996
0,16008,3,201111,1,11.0,107.66666666666667,159.59333333333333,478.78000000000003
7,16655,6,201111,1,43.5,394.5,632.42,3794.52
0,17534,1,201110,2,9.0,103.0,223.36,223.36
3,16546,2,201102,10,12.5,274.5,393.57500000000005,787.1500000000001
0,16992,5,201111,1,18.6,172.0,322.86199999999997,1614.31
3,17854,2,201106,6,7.5,42.0,155.63,311.26
7,15563,3,201111,1,37.0,480.3333333333333,453.8133333333335,1361.4400000000005
0,15687,9,201112,0,18.444444444444443,145.55555555555554,332.56666666666666,2993.1
3,12732,1,201106,6,11.0,110.0,218.2600000000001,218.2600000000001
3,16214,3,201106,6,14.666666666666666,140.0,354.25,1062.75
0,14312,6,201110,2,14.5,168.66666666666666,268.59833333333336,1611.5900000000001
7,16398,2,201107,5,40.0,377.5,822.9750000000001,1645.9500000000003
0,15297,3,201111,1,13.0,97.33333333333333,213.98000000000002,641.94
0,13728,6,201111,1,10.5,76.33333333333333,169.35666666666668,1016.1400000000001
3,14619,1,201104,8,20.0,152.0,394.43999999999994,394.43999999999994
0,17516,5,201111,1,27.4,83.2,153.61600000000004,768.0800000000002
0,16309,2,201108,4,21.0,233.5,353.28499999999997,706.5699999999999
0,15815,5,201110,2,9.8,371.2,420.12,2100.6
7,13632,5,201111,1,29.2,207.4,424.254,2121.27
3,17035,2,201104,8,12.5,101.0,199.14000000000004,398.2800000000001
7,15146,2,201106,6,45.5,736.5,663.5800000000003,1327.1600000000005
0,16676,4,201111,1,22.0,158.5,393.78,1575.12
7,16036,2,201109,3,27.5,358.0,379.46000000000004,758.9200000000001
0,13247,4,201111,1,6.25,82.0,125.27999999999999,501.11999999999995
0,14409,5,201109,3,10.6,231.6,381.65,1908.25
