Country,CustomerID,Description,InvoiceDate,InvoiceNo,Quantity,StockCode,UnitPrice
United Kingdom,customer3,PACK OF 72 SKULL CAKE CASES,2018-08-17,70031,2,21213,0.55
United Kingdom,customer3,TURQ STONE/CRYSTAL EARRINGS,2018-08-17,70031,4,90130B,2.96
United Kingdom,customer3,WELCOME  WOODEN BLOCK LETTERS,2018-08-17,70031,5,22120,9.95
United Kingdom,customer3,BLUE COAT RACK PARIS FASHION,2018-08-17,70031,4,22914,4.95
United Kingdom,customer3,MAKE YOUR OWN MONSOON CARD KIT,2018-08-17,70031,1,22744,2.95
United Kingdom,customer3,SET OF 60 I LOVE LONDON CAKE CASES ,2018-08-17,70031,1,23309,0.55
United Kingdom,customer3,PACK OF 60 PINK PAISLEY CAKE CASES,2018-08-17,70031,1,21977,0.55
United Kingdom,customer3,GREY HEART HOT WATER BOTTLE,2018-08-17,70031,1,22113,3.75
United Kingdom,customer3,BIRDHOUSE DECORATION MAGIC GARDEN,2018-08-17,70031,10,22251,2.51
United Kingdom,customer3,SET/10 IVORY POLKADOT PARTY CANDLES,2018-08-17,70031,8,21123,1.25
United Kingdom,customer3,SKULLS GREETING CARD,2018-08-17,70031,8,21504,0.42
United Kingdom,customer3,SCENTED CANDLE IN DIGITALIS TIN,2018-08-17,70031,4,84846A,2.1
United Kingdom,customer3,SET OF 6 TEA TIME BAKING CASES,2018-08-17,70031,5,23296,1.04
United Kingdom,customer3,"FANCY FONT BIRTHDAY CARD, ",2018-08-17,70031,2,21506,0.42
United Kingdom,customer3,COOK WITH WINE METAL SIGN ,2018-08-17,70031,6,21166,1.95
United Kingdom,customer3,PAPER BUNTING VINTAGE PAISLEY,2018-08-17,70031,12,22089,2.95
United Kingdom,customer3,JUMBO BAG PINK POLKADOT,2018-08-17,70031,3,22386,1.95
United Kingdom,customer3,RED RETROSPOT CHARLOTTE BAG,2018-08-17,70031,6,20724,1.66
United Kingdom,customer3,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,2018-08-17,70031,1,22181,0.85
United Kingdom,customer3,CHARLOTTE BAG SUKI DESIGN,2018-08-17,70031,2,22355,0.85
United Kingdom,customer3,CHILLI LIGHTS,2018-08-17,70031,6,79321,3.82
United Kingdom,customer3,BINGO SET,2018-08-17,70031,1,21888,7.62
United Kingdom,customer3,RED SPOTTY BISCUIT TIN,2018-08-17,70031,4,21218,3.75
United Kingdom,customer3,HANGING SPRING FLOWER EGG LARGE,2018-08-17,70031,6,85194L,0.85
United Kingdom,customer3,SET OF 4 ENGLISH ROSE COASTERS,2018-08-17,70031,1,84510a,2.51
United Kingdom,customer3,DOORMAT 3 SMILEY CATS,2018-08-17,70031,8,48111,6.75
United Kingdom,customer3,SET OF 3 REGENCY CAKE TINS,2018-08-17,70031,4,23245,4.95
United Kingdom,customer3,CAKE PLATE LOVEBIRD WHITE,2018-08-17,70031,4,22222,4.95
United Kingdom,customer3,HOT WATER BOTTLE TEA AND SYMPATHY,2018-08-17,70031,16,22114,3.45
United Kingdom,customer3,BAG 250g SWIRLY MARBLES,2018-08-17,70031,6,21704,1.66
United Kingdom,customer3,COOKING SET RETROSPOT,2018-08-17,70031,1,22618,9.95
United Kingdom,customer3,STRIPEY CHOCOLATE NESTING BOXES,2018-08-17,70031,1,21288,5.91
United Kingdom,customer3,JAM JAR WITH PINK LID,2018-08-17,70031,2,22962,0.72
United Kingdom,customer3,REGENCY TEA STRAINER,2018-08-17,70031,2,23162,3.75
United Kingdom,customer3,CHILLI LIGHTS,2018-08-17,70031,2,79321,3.82
United Kingdom,customer3,PINK BLUE FELT CRAFT TRINKET BOX,2018-08-17,70031,12,20971,2.51
United Kingdom,customer3,GREEN METAL SWINGING BUNNY,2018-08-17,70031,12,85188A,1.63
United Kingdom,customer3,STRAWBERRY BATH SPONGE ,2018-08-17,70031,1,20961,1.25
United Kingdom,customer3,FELTCRAFT CHRISTMAS FAIRY,2018-08-17,70031,1,22940,4.25
United Kingdom,customer3,RIBBON REEL SOCKS AND MITTENS,2018-08-17,70031,2,22735,1.65
United Kingdom,customer3,JUMBO BAG 50'S CHRISTMAS ,2018-08-17,70031,12,23344,2.08
United Kingdom,customer3,"FEATHER PEN,COAL BLACK",2018-08-17,70031,8,51014C,0.85
United Kingdom,customer3,JUMBO BAG DOILEY PATTERNS,2018-08-17,70031,1,23203,2.08
United Kingdom,customer3,BAG 125g SWIRLY MARBLES,2018-08-17,70031,6,21703,0.85
United Kingdom,customer3,ORIGAMI SANDLEWOOD INCENSE/CAND SET,2018-08-17,70031,2,17012F,2.51
United Kingdom,customer3,CHOCOLATE THIS WAY METAL SIGN,2018-08-17,70031,12,21908,4.21
United Kingdom,customer3,CHOCOLATE HOT WATER BOTTLE,2018-08-17,70031,1,22112,4.95
United Kingdom,customer3,PACK OF 20 SPACEBOY NAPKINS,2018-08-17,70031,1,22613,1.66
United Kingdom,customer3,ZINC WILLIE WINKIE  CANDLE STICK,2018-08-17,70031,6,84832,0.85
United Kingdom,customer3,FIVE CATS HANGING DECORATION,2018-08-17,70031,1,22317,5.91
United Kingdom,customer3,SET OF 6 SOLDIER SKITTLES,2018-08-17,70031,6,22619,3.75
United Kingdom,customer3,GLASS JAR ENGLISH CONFECTIONERY,2018-08-17,70031,6,22360,2.95
United Kingdom,customer3,CLOTHES PEGS RETROSPOT PACK 24 ,2018-08-17,70031,36,22558,1.25
United Kingdom,customer3,LUNCH BAG CARS BLUE,2018-08-17,70031,1,20728,1.65
United Kingdom,customer3,STRAWBERRY LUNCH BOX WITH CUTLERY,2018-08-17,70031,1,21559,2.55
United Kingdom,customer3,GREEN POLKADOT BOWL,2018-08-17,70031,1,20674,1.25
United Kingdom,customer3,CHILDS GARDEN FORK PINK,2018-08-17,70031,1,22523,1.66
United Kingdom,customer3,PINK HEARTS LIGHT CHAIN ,2018-08-17,70031,2,85180B,9.32
United Kingdom,customer3,ROBOT BIRTHDAY CARD,2018-08-17,70031,4,22037,0.85
United Kingdom,customer3,VINTAGE KID DOLLY CARD ,2018-08-17,70031,6,21508,0.36
United Kingdom,customer3,HEART WOODEN CHRISTMAS DECORATION,2018-08-17,70031,12,22574,0.85
United Kingdom,customer3,CAT BOWL VINTAGE CREAM,2018-08-17,70031,2,22853,3.25
United Kingdom,customer3,HAND WARMER BIRD DESIGN,2018-08-17,70031,1,22867,2.1
United Kingdom,customer3,TEA BAG PLATE RED RETROSPOT,2018-08-17,70031,3,22348,1.66
United Kingdom,customer3,STOP FOR TEA WALL ART,2018-08-17,70031,24,23534,5.95
United Kingdom,customer3,WOODLAND CHARLOTTE BAG,2018-08-17,70031,2,20719,1.66
United Kingdom,customer3,WOODEN UNION JACK BUNTING,2018-08-17,70031,12,22499,12.72
United Kingdom,customer3,WOODLAND CHARLOTTE BAG,2018-08-17,70031,24,20719,1.66
United Kingdom,customer3,TREASURE TIN GYMKHANA DESIGN,2018-08-17,70031,10,23241,2.08
United Kingdom,customer3,SPACE BOY CHILDRENS CUP,2018-08-17,70031,8,23292,1.25
United Kingdom,customer3,YOU'RE CONFUSING ME METAL SIGN ,2018-08-17,70031,4,21169,1.69
United Kingdom,customer3,LARGE TORTILLA DESIGN RED BOWL,2018-08-17,70031,4,84595E,3.75
United Kingdom,customer3,6 RIBBONS SHIMMERING PINKS ,2018-08-17,70031,12,22074,1.65
United Kingdom,customer3,MAGNETS PACK OF 4 RETRO PHOTO,2018-08-17,70031,2,22396,2.51
United Kingdom,customer3,PACK OF 12 PINK PAISLEY TISSUES ,2018-08-17,70031,10,21984,0.29
United Kingdom,customer2,WOODLAND CHARLOTTE BAG,2018-08-21,70032,2,20719,1.66
United Kingdom,customer2,SPACEBOY CHILDRENS EGG CUP,2018-08-21,70032,6,22975,1.25
United Kingdom,customer2,ALARM CLOCK BAKELIKE IVORY,2018-08-21,70032,10,22730,3.75
United Kingdom,customer2,SINGLE ANTIQUE ROSE HOOK IVORY,2018-08-21,70032,24,23147,1.45
United Kingdom,customer2,SET OF SALT AND PEPPER TOADSTOOLS,2018-08-21,70032,16,22892,1.25
United Kingdom,customer2,4 SKY BLUE DINNER CANDLES,2018-08-21,70032,4,72801d,2.51
United Kingdom,customer2,DOLLY HONEYCOMB GARLAND,2018-08-21,70032,12,21202,1.65
United Kingdom,customer2,PARTY PIZZA DISH GREEN POLKADOT,2018-08-21,70032,100,22346,0.85
United Kingdom,customer2,CHRISTMAS STAR WISH LIST CHALKBOARD,2018-08-21,70032,24,22596,1.25
United Kingdom,customer2,LUNCH BAG RED RETROSPOT,2018-08-21,70032,3,20725,1.65
United Kingdom,customer2,SET OF 4 PANTRY JELLY MOULDS,2018-08-21,70032,12,22993,1.25
United Kingdom,customer2,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2018-08-21,70032,1,21878,0.85
United Kingdom,customer2,REGENCY TEA PLATE ROSES ,2018-08-21,70032,6,23170,1.65
United Kingdom,customer2,OPEN CLOSED METAL SIGN,2018-08-21,70032,1,21770,4.95
United Kingdom,customer2,SILVER PHOTO FRAME,2018-08-21,70032,3,20830,2.1
United Kingdom,customer2,HELLO SAILOR BLUE SOAP HOLDER,2018-08-21,70032,24,84849A,1.69
United Kingdom,customer2,RIBBON REEL MAKING SNOWMEN ,2018-08-21,70032,12,22736,1.65
United Kingdom,customer2,PACK OF 12 COLOURED PENCILS,2018-08-21,70032,6,22491,0.85
United Kingdom,customer2,DAIRY MAID TRADITIONAL TEAPOT ,2018-08-21,70032,3,21528,6.95
United Kingdom,customer2,WRAP DOILEY DESIGN,2018-08-21,70032,1,23231,0.42
United Kingdom,customer2,METAL 4 HOOK HANGER FRENCH CHATEAU,2018-08-21,70032,16,22173,2.95
United Kingdom,customer2,SEWING BOX RETROSPOT DESIGN ,2018-08-21,70032,10,22509,16.95
United Kingdom,customer2,BULL DOG BOTTLE OPENER,2018-08-21,70032,12,23184,4.95
United Kingdom,customer2,VICTORIAN GLASS HANGING T-LIGHT,2018-08-21,70032,6,22178,1.25
United Kingdom,customer2,BLUE POLKADOT LUGGAGE TAG ,2018-08-21,70032,1,20652,1.25
United Kingdom,customer2,COWBOYS AND INDIANS BIRTHDAY CARD ,2018-08-21,70032,10,21509,0.42
United Kingdom,customer2,CREAM HEART CARD HOLDER,2018-08-21,70032,8,22189,3.95
United Kingdom,customer2,ASSORTED COLOUR BIRD ORNAMENT,2018-08-21,70032,1,84879,1.69
United Kingdom,customer2,CAKE STAND LOVEBIRD 2 TIER WHITE,2018-08-21,70032,2,22220,9.95
United Kingdom,customer2,RELAX LARGE WOOD LETTERS,2018-08-21,70032,3,21359,34.0
United Kingdom,customer2,RED RETROSPOT PICNIC BAG,2018-08-21,70032,1,21936,5.91
United Kingdom,customer2,PACK OF 12 LONDON TISSUES ,2018-08-21,70032,6,22616,0.29
United Kingdom,customer2,HAND WARMER SCOTTY DOG DESIGN,2018-08-21,70032,2,22866,1.85
United Kingdom,customer2,DISCO BALL CHRISTMAS DECORATION,2018-08-21,70032,5,20668,0.1
United Kingdom,customer2,3 PIECE SPACEBOY COOKIE CUTTER SET,2018-08-21,70032,3,22964,2.1
United Kingdom,customer2,WRAP ALPHABET DESIGN,2018-08-21,70032,2,23230,0.42
United Kingdom,customer2,OCEAN SCENT CANDLE IN JEWELLED BOX,2018-08-21,70032,12,72802B,4.25
United Kingdom,customer2,3 TRADITIONAL COOKIE CUTTERS  SET,2018-08-21,70032,2,22965,2.1
United Kingdom,customer2,BLUE/CREAM STRIPE CUSHION COVER ,2018-08-21,70032,96,21927,1.25
United Kingdom,customer3,JUMBO BAG RED RETROSPOT,2018-05-03,70033,4,85099B,1.65
United Kingdom,customer3,RED RETROSPOT BUTTER DISH,2018-05-03,70033,1,21539,4.95
United Kingdom,customer3,BOTANICAL LILY GREETING CARD,2018-05-03,70033,24,22032,0.42
United Kingdom,customer3,VINTAGE HEADS AND TAILS CARD GAME ,2018-05-03,70033,1,21791,1.25
United Kingdom,customer3,BIG DOUGHNUT FRIDGE MAGNETS,2018-05-03,70033,3,21700,8.47
United Kingdom,customer3,LUNCH BAG RED VINTAGE DOILY,2018-05-03,70033,6,23681,1.65
United Kingdom,customer3,SET OF 3 WOODEN HEART DECORATIONS,2018-05-03,70033,1,23263,1.25
United Kingdom,customer3,LIPSTICK PEN RED,2018-05-03,70033,10,22419,0.85
United Kingdom,customer3,SPOTTY BUNTING,2018-05-03,70033,1,23298,4.95
United Kingdom,customer3,DOORMAT NEW ENGLAND,2018-05-03,70033,2,48187,7.95
United Kingdom,customer3,GINGHAM RECIPE BOOK BOX,2018-05-03,70033,2,23424,4.95
United Kingdom,customer3,PAPER POCKET TRAVELING FAN ,2018-05-03,70033,20,15034,0.14
United Kingdom,customer3,SLATE TILE NATURAL HANGING,2018-05-03,70033,48,22185,1.65
United Kingdom,customer3,BALLOON WATER BOMB PACK OF 35,2018-05-03,70033,2,22440,0.42
United Kingdom,customer3,"GARLAND, VINTAGE BELLS",2018-05-03,70033,3,23489,2.89
United Kingdom,customer3,CARAVAN SQUARE TISSUE BOX,2018-05-03,70033,3,22099,1.25
United Kingdom,customer3,ALARM CLOCK BAKELIKE RED ,2018-05-03,70033,54,22727,3.75
United Kingdom,customer3,BUBBLEGUM RING ASSORTED,2018-05-03,70033,1,23310,0.42
United Kingdom,customer3,IVORY KNITTED MUG COSY ,2018-05-03,70033,12,22310,1.65
United Kingdom,customer23,LUNCH BAG RED RETROSPOT,2018-04-16,70034,1,20725,1.65
United Kingdom,customer23,STRAWBERRIES  DESIGN FLANNEL ,2018-04-16,70034,12,21945,1.66
United Kingdom,customer23,PICTURE DOMINOES,2018-04-16,70034,4,22549,1.45
United Kingdom,customer23,PLASTERS IN TIN SPACEBOY,2018-04-16,70034,36,22551,1.65
United Kingdom,customer23,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2018-04-16,70034,1,21216,11.02
United Kingdom,customer23,6 GIFT TAGS 50'S CHRISTMAS ,2018-04-16,70034,12,23354,0.83
United Kingdom,customer23,SKULL SHOULDER BAG,2018-04-16,70034,12,21934,1.65
United Kingdom,customer23,VINTAGE UNION JACK APRON,2018-04-16,70034,1,21625,6.95
United Kingdom,customer23,CHARLOTTE BAG VINTAGE ALPHABET ,2018-04-16,70034,4,23205,0.85
United Kingdom,customer23,BLUE EGG  SPOON,2018-04-16,70034,1,21403,0.85
United Kingdom,customer23,EDWARDIAN PARASOL NATURAL,2018-04-16,70034,10,15056N,5.95
United Kingdom,customer23,BELLE JARDINIERE CUSHION COVER,2018-04-16,70034,12,23395,3.75
United Kingdom,customer23,EMBOSSED GLASS TEALIGHT HOLDER,2018-04-16,70034,1,22460,1.25
United Kingdom,customer23,SET OF 4 KNICK KNACK TINS DOILEY ,2018-04-16,70034,12,23240,4.15
United Kingdom,customer23,CARD CIRCUS PARADE,2018-04-16,70034,1,22716,0.42
United Kingdom,customer23,CRAZY DAISY HEART DECORATION,2018-04-16,70034,40,20707,1.25
United Kingdom,customer23,MOODY GIRL DOOR HANGER ,2018-04-16,70034,22,21158,3.36
United Kingdom,customer23,RED 3 PIECE RETROSPOT CUTLERY SET,2018-04-16,70034,1,84997B,3.75
United Kingdom,customer23,LUNCH BAG ALPHABET DESIGN,2018-04-16,70034,2,23207,1.65
United Kingdom,customer23,BLACK BAROQUE WALL CLOCK ,2018-04-16,70034,2,85163B,12.75
United Kingdom,customer23,LARGE HANGING IVORY & RED WOOD BIRD,2018-04-16,70034,2,85199L,0.65
United Kingdom,customer22,BAKING SET 9 PIECE RETROSPOT ,2018-09-01,70035,12,22138,4.95
United Kingdom,customer22,ROCKING HORSE GREEN CHRISTMAS ,2018-09-01,70035,2,22572,0.85
United Kingdom,customer22,3 RAFFIA RIBBONS 50'S CHRISTMAS ,2018-09-01,70035,3,23434,2.08
United Kingdom,customer22,RECYCLING BAG RETROSPOT ,2018-09-01,70035,1,22379,2.1
United Kingdom,customer22,ENAMEL FLOWER JUG CREAM,2018-09-01,70035,24,22427,5.95
United Kingdom,customer22,PAIR BUTTERFLY HAIR CLIPS,2018-09-01,70035,10,90173,3.81
United Kingdom,customer22,PACK OF 60 DINOSAUR CAKE CASES,2018-09-01,70035,10,21975,0.55
United Kingdom,customer22,SAVE THE PLANET COTTON TOTE BAG,2018-09-01,70035,22,21577,2.25
United Kingdom,customer22,GREEN POLKADOT BOWL,2018-09-01,70035,1,20674,1.25
United Kingdom,customer22,DOLLY GIRL LUNCH BOX,2018-09-01,70035,4,22630,1.95
United Kingdom,customer22,TREASURE TIN GYMKHANA DESIGN,2018-09-01,70035,1,23241,2.08
United Kingdom,customer22,DAISY GARDEN MARKER,2018-09-01,70035,2,22479,2.51
United Kingdom,customer22,HEART IVORY TRELLIS SMALL,2018-09-01,70035,1,22297,1.25
United Kingdom,customer22,SET/6 RED SPOTTY PAPER PLATES,2018-09-01,70035,8,21094,0.85
United Kingdom,customer22,SET OF 72 PINK HEART PAPER DOILIES,2018-09-01,70035,3,84988,2.98
United Kingdom,customer22,LUNCH BAG ALPHABET DESIGN,2018-09-01,70035,8,23207,1.65
United Kingdom,customer22,JUMBO BAG OWLS,2018-09-01,70035,6,20713,1.95
United Kingdom,customer22,BLUE VINTAGE SPOT BEAKER,2018-09-01,70035,1,23286,0.85
United Kingdom,customer22,CHARLOTTE BAG PINK POLKADOT,2018-09-01,70035,1,22356,1.66
United Kingdom,customer22,CHRISTMAS CRAFT TREE TOP ANGEL,2018-09-01,70035,1,22141,2.1
United Kingdom,customer22,BLUE CRUSOE CHECK LAMPSHADE,2018-09-01,70035,3,44091A,0.42
United Kingdom,customer22,12 DAISY PEGS IN WOOD BOX,2018-09-01,70035,1,21448,1.65
United Kingdom,customer22,HOLIDAY FUN LUDO,2018-09-01,70035,1,22550,7.62
United Kingdom,customer22,REGENCY TEAPOT ROSES ,2018-09-01,70035,2,23173,8.15
United Kingdom,customer22,BLUE HOLE PUNCH,2018-09-01,70035,1,16248B,1.25
United Kingdom,customer22,3 TIER CAKE TIN GREEN AND CREAM,2018-09-01,70035,6,22839,14.95
United Kingdom,customer22,WATERING CAN GARDEN MARKER,2018-09-01,70035,1,22477,2.51
United Kingdom,customer22,JUMBO BAG OWLS,2018-09-01,70035,3,20713,1.95
United Kingdom,customer22,REGENCY CAKESTAND 3 TIER,2018-09-01,70035,6,22423,10.95
United Kingdom,customer22,RETROSPOT HEART HOT WATER BOTTLE,2018-09-01,70035,1,21485,4.25
United Kingdom,customer22,CLOTHES PEGS RETROSPOT PACK 24 ,2018-09-01,70035,12,22558,1.25
United Kingdom,customer22,CERAMIC STRAWBERRY DESIGN MUG,2018-09-01,70035,1,22059,1.25
United Kingdom,customer22,SET/6 COLLAGE PAPER PLATES,2018-09-01,70035,1,21090,0.85
United Kingdom,customer22,RED RETROSPOT UMBRELLA,2018-09-01,70035,6,85014B,5.95
United Kingdom,customer22,VINTAGE DOILY DELUXE SEWING KIT ,2018-09-01,70035,16,23494,5.95
United Kingdom,customer22,GINGERBREAD MAN COOKIE CUTTER,2018-09-01,70035,1,22966,1.25
United Kingdom,customer22,WOODEN PICTURE FRAME WHITE FINISH,2018-09-01,70035,3,82482,2.1
United Kingdom,customer22,DRAWER KNOB CERAMIC IVORY,2018-09-01,70035,4,23035,1.45
United Kingdom,customer22,ANTIQUE SILVER TEA GLASS ETCHED,2018-09-01,70035,1,84946,2.51
United Kingdom,customer22,SET/5 RED RETROSPOT LID GLASS BOWLS,2018-09-01,70035,8,20914,2.55
United Kingdom,customer22,PACK OF 12 DOLLY GIRL TISSUES,2018-09-01,70035,12,23377,0.39
United Kingdom,customer22,KNITTED UNION FLAG HOT WATER BOTTLE,2018-09-01,70035,6,84029G,3.39
United Kingdom,customer22,JUMBO BAG STRAWBERRY,2018-09-01,70035,6,85099F,1.95
United Kingdom,customer22,COSY SLIPPER SHOES SMALL GREEN,2018-09-01,70035,1,21739,2.95
United Kingdom,customer22,ROTATING LEAVES T-LIGHT HOLDER,2018-09-01,70035,6,21494,1.25
United Kingdom,customer22,LUNCH BAG SUKI  DESIGN ,2018-09-01,70035,4,22383,1.65
United Kingdom,customer22,IVORY PILLAR CANDLE SILVER FLOCK,2018-09-01,70035,6,72799E,3.36
United Kingdom,customer22,FAWN BLUE HOT WATER BOTTLE,2018-09-01,70035,2,21481,2.95
United Kingdom,customer22,S/12 MINI RABBIT EASTER,2018-09-01,70035,16,85187,1.65
United Kingdom,customer22,PARTY INVITES FOOTBALL,2018-09-01,70035,1,21061,0.85
United Kingdom,customer22,REX CASH+CARRY JUMBO SHOPPER,2018-09-01,70035,24,21034,0.95
United Kingdom,customer22,BLACK WINE GLASS,2018-09-01,70035,1,79164,1.65
United Kingdom,customer22,JUMBO BAG VINTAGE CHRISTMAS ,2018-09-01,70035,1,23343,2.08
United Kingdom,customer22,"RECORD FRAME 7"" SINGLE SIZE ",2018-09-01,70035,16,22041,2.1
United Kingdom,customer22,SET 20 NAPKINS FAIRY CAKES DESIGN ,2018-09-01,70035,12,22851,0.85
United Kingdom,customer22,COLOURING PENCILS BROWN TUBE,2018-09-01,70035,12,10133,0.85
United Kingdom,customer22,LUNCH BAG SUKI  DESIGN ,2018-09-01,70035,2,22383,1.65
United Kingdom,customer22,BUTTERFLIES STICKERS,2018-09-01,70035,1,21675,1.66
United Kingdom,customer22,"TRAY, BREAKFAST IN BED",2018-09-01,70035,2,22760,12.75
United Kingdom,customer22,DECORATION WHITE CHICK MAGIC GARDEN,2018-09-01,70035,3,22249,0.85
United Kingdom,customer22,COOK WITH WINE METAL SIGN ,2018-09-01,70035,1,21166,1.95
United Kingdom,customer22,GLITTER CHRISTMAS TREE WITH BELLS,2018-09-01,70035,5,21822,4.21
United Kingdom,customer22,BLUE HARMONICA IN BOX ,2018-09-01,70035,10,21914,1.25
United Kingdom,customer22,CHARLOTTE BAG APPLES DESIGN,2018-09-01,70035,12,23204,0.85
United Kingdom,customer22,BUNNY WOODEN PAINTED WITH BIRD ,2018-09-01,70035,2,22228,0.85
United Kingdom,customer22,VINTAGE SNAKES & LADDERS,2018-09-01,70035,1,21912,3.75
United Kingdom,customer22,PINK  HONEYCOMB PAPER BALL ,2018-09-01,70035,1,21195,4.21
United Kingdom,customer22,STRAWBERRY SHOPPER BAG,2018-09-01,70035,1,20717,1.25
United Kingdom,customer22,HOT WATER BOTTLE I AM SO POORLY,2018-09-01,70035,12,22835,4.65
United Kingdom,customer22,LUNCH BAG PAISLEY PARK  ,2018-09-01,70035,8,23583,1.65
United Kingdom,customer22,GOLD MUG BONE CHINA TREE OF LIFE,2018-09-01,70035,2,22307,1.95
United Kingdom,customer22,CHILDS GARDEN SPADE BLUE,2018-09-01,70035,12,22514,2.1
United Kingdom,customer22,SCANDINAVIAN REDS RIBBONS,2018-09-01,70035,4,85049E,1.25
United Kingdom,customer22,BLUE COAT RACK PARIS FASHION,2018-09-01,70035,12,22914,4.95
United Kingdom,customer22,SET OF 2 CERAMIC CHRISTMAS REINDEER,2018-09-01,70035,2,23268,1.45
United Kingdom,customer22,NOEL GARLAND PAINTED ZINC ,2018-09-01,70035,1,22340,3.36
United Kingdom,customer22,PAPER CHAIN KIT 50'S CHRISTMAS ,2018-09-01,70035,200,22086,2.55
United Kingdom,customer22,JUMBO BAG ALPHABET,2018-09-01,70035,48,23201,2.08
United Kingdom,customer22,SET OF 6 SNACK LOAF BAKING CASES,2018-09-01,70035,12,23294,0.72
United Kingdom,customer22,FAMILY ALBUM WHITE PICTURE FRAME,2018-09-01,70035,2,22169,16.98
United Kingdom,customer22,BALLOONS  WRITING SET ,2018-09-01,70035,1,21328,1.65
United Kingdom,customer22,CHRISTMAS CRAFT LITTLE FRIENDS,2018-09-01,70035,2,22144,2.1
United Kingdom,customer22,SET OF 60 VINTAGE LEAF CAKE CASES ,2018-09-01,70035,5,23308,0.55
United Kingdom,customer22,HEARTS  STICKERS,2018-09-01,70035,96,21677,0.85
United Kingdom,customer22,WOODEN HAPPY BIRTHDAY GARLAND,2018-09-01,70035,2,21380,2.95
United Kingdom,customer22,CHRISTMAS LIGHTS 10 SANTAS ,2018-09-01,70035,1,22942,8.5
United Kingdom,customer22,WHITE WOOD GARDEN PLANT LADDER,2018-09-01,70035,2,22487,9.95
United Kingdom,customer22,LARGE WHITE HONEYCOMB PAPER BELL  ,2018-09-01,70035,4,21191,4.21
United Kingdom,customer22,CHRISTMAS METAL TAGS ASSORTED ,2018-09-01,70035,1,22945,0.85
United Kingdom,customer22,PEACE WOODEN BLOCK LETTERS,2018-09-01,70035,1,22119,6.95
United Kingdom,customer22,ENAMEL COLANDER CREAM,2018-09-01,70035,1,22425,10.17
United Kingdom,customer22,SET 3 PAPER VINTAGE CHICK PAPER EGG,2018-09-01,70035,1,22957,2.55
United Kingdom,customer22,RETROSPOT CIGAR BOX MATCHES ,2018-09-01,70035,2,21592,1.25
United Kingdom,customer22,SET 10 LIGHTS NIGHT OWL,2018-09-01,70035,12,22179,6.75
United Kingdom,customer22,BAKING MOULD EASTER EGG MILK CHOC,2018-09-01,70035,12,22933,2.95
United Kingdom,customer21,GIN & TONIC DIET GREETING CARD ,2018-01-19,70036,10,21519,0.42
United Kingdom,customer21,6 RIBBONS RUSTIC CHARM,2018-01-19,70036,8,22077,1.65
United Kingdom,customer21,MINI PAINT SET VINTAGE ,2018-01-19,70036,1,22492,0.65
United Kingdom,customer21,WHITE METAL LANTERN,2018-01-19,70036,3,71053,3.39
United Kingdom,customer20,SET OF 3 BUTTERFLY COOKIE CUTTERS,2018-10-22,70037,12,84380,1.25
United Kingdom,customer20,SET OF 72 SKULL PAPER  DOILIES,2018-10-22,70037,6,21211,1.45
United Kingdom,customer20,SUNSET COLOUR CHUNKY KNITTED THROW,2018-10-22,70037,12,46775D,11.02
United Kingdom,customer20,PINK DRAWER KNOB ACRYLIC EDWARDIAN,2018-10-22,70037,2,22772,1.25
United Kingdom,customer20,POPART WOODEN PENCILS ASST,2018-10-22,70037,1,16045,0.12
United Kingdom,customer20,RED HANGING HEART T-LIGHT HOLDER,2018-10-22,70037,2,21733,2.55
United Kingdom,customer20,SET OF 6 HEART CHOPSTICKS,2018-10-22,70037,1,21947,1.25
United Kingdom,customer20,DOORMAT HEARTS,2018-10-22,70037,1,48194,7.95
United Kingdom,customer20,SET 7 BABUSHKA NESTING BOXES,2018-10-22,70037,24,22752,7.65
United Kingdom,customer20,PARISIENNE CURIO CABINET,2018-10-22,70037,5,23112,7.5
United Kingdom,customer20,LADIES & GENTLEMEN METAL SIGN,2018-10-22,70037,2,85150,2.55
United Kingdom,customer20,MINI JIGSAW SPACEBOY,2018-10-22,70037,10,22544,0.42
United Kingdom,customer20,HANGING HEART ZINC T-LIGHT HOLDER,2018-10-22,70037,1,84970S,0.64
United Kingdom,customer20,GARDENERS KNEELING PAD CUP OF TEA ,2018-10-22,70037,1,23300,1.45
United Kingdom,customer20,JUMBO BAG DOILEY PATTERNS,2018-10-22,70037,1,23203,2.08
United Kingdom,customer20,VINTAGE SNAKES & LADDERS,2018-10-22,70037,1,21912,3.75
United Kingdom,customer20,PINK REGENCY TEACUP AND SAUCER,2018-10-22,70037,3,22698,2.95
United Kingdom,customer20,SET OF 20 VINTAGE CHRISTMAS NAPKINS,2018-10-22,70037,12,22909,0.85
United Kingdom,customer20, SET 2 TEA TOWELS I LOVE LONDON ,2018-10-22,70037,18,22900,2.95
United Kingdom,customer20,PACK 3 BOXES BIRD PANNETONE ,2018-10-22,70037,8,22813,1.95
United Kingdom,customer20,PARISIENNE KEY CABINET ,2018-10-22,70037,8,23110,5.75
United Kingdom,customer20,NATURAL SLATE HEART CHALKBOARD ,2018-10-22,70037,2,22457,2.95
United Kingdom,customer20,STAR DECORATION RUSTIC,2018-10-22,70037,3,22155,0.85
