cluster_k,CustomerID,InvoiceNumberYear,LastInvoiceMonth,LastInvoiceMonthNb,MeanLinesPerInvoice,MeanQuantityPerInvoice,MeanAmountPerInvoice,TotalAmountSpent
6,13884,5,201112,0,11.8,60.0,157.52,787.6
7,13885,2,201106,6,14.0,91.0,253.40000000000003,506.80000000000007
0,13886,1,201109,3,16.0,126.0,243.56000000000003,243.56000000000003
7,13887,1,201105,7,19.0,147.0,349.54999999999995,349.54999999999995
4,13888,2,201108,4,20.0,129.0,302.81500000000005,605.6300000000001
4,13889,1,201109,3,15.0,146.0,416.9,416.9
6,13892,4,201111,1,6.75,245.75,158.2425,632.97
5,13893,1,201102,10,21.0,190.0,821.1,821.1
6,13894,3,201111,1,8.666666666666666,116.0,184.90666666666667,554.72
4,13897,1,201110,2,17.0,200.0,311.15999999999997,311.15999999999997
7,13898,1,201101,11,12.0,133.0,155.93,155.93
0,13899,2,201111,1,9.5,78.0,194.26000000000002,388.52000000000004
6,13900,3,201106,6,14.333333333333334,143.33333333333334,246.98333333333335,740.95
0,13904,2,201111,1,13.0,166.0,166.31999999999996,332.63999999999993
4,13914,2,201111,1,16.0,189.5,306.975,613.95
0,13917,2,201110,2,9.0,114.0,136.01999999999998,272.03999999999996
1,13918,2,201110,2,15.0,570.0,606.42,1212.84
0,13919,2,201110,2,12.5,223.5,169.15499999999997,338.30999999999995
7,13922,1,201100,12,7.0,93.0,172.24999999999997,172.24999999999997
4,13923,1,201110,2,20.0,185.0,351.13000000000005,351.13000000000005
6,13925,4,201109,3,9.25,81.75,154.16250000000002,616.6500000000001
0,13926,1,201111,1,11.0,104.0,223.85000000000002,223.85000000000002
4,13927,1,201109,3,21.0,214.0,348.99,348.99
6,13928,4,201111,1,6.75,32.25,116.14250000000001,464.57000000000005
4,13929,2,201106,6,4.5,71.5,421.325,842.65
0,13930,2,201110,2,8.5,137.0,168.66999999999996,337.3399999999999
1,13931,2,201109,3,29.0,362.5,618.7650000000003,1237.5300000000007
7,13932,1,201102,10,16.0,72.0,307.4,307.4
4,13933,2,201108,4,11.5,102.5,304.395,608.79
5,13934,1,201103,9,31.0,390.0,922.0999999999997,922.0999999999997
4,13936,1,201106,6,25.0,324.0,361.28,361.28
7,13937,1,201106,6,9.0,123.0,158.85,158.85
0,13938,1,201111,1,7.0,70.0,71.66,71.66
6,13939,3,201111,1,15.0,282.3333333333333,189.51666666666665,568.55
6,13940,4,201111,1,12.25,129.0,209.785,839.14
6,13946,3,201109,3,3.6666666666666665,147.66666666666666,187.18999999999997,561.5699999999999
0,13947,1,201110,2,5.0,44.0,90.6,90.6
7,13948,1,201100,12,3.0,40.0,101.99999999999999,101.99999999999999
6,13950,4,201111,1,8.5,80.25,182.14,728.56
6,13951,3,201106,6,13.0,153.0,224.81666666666663,674.4499999999999
0,13954,2,201112,0,11.0,72.0,194.71,389.42
0,13955,2,201107,5,16.5,77.0,161.48000000000002,322.96000000000004
3,13956,5,201112,0,30.4,98.2,205.28400000000002,1026.42
6,13959,3,201109,3,30.666666666666668,119.0,199.4,598.2
0,13960,2,201111,1,6.0,71.0,115.11,230.22
0,13962,2,201111,1,5.5,43.5,84.775,169.55
7,13963,4,201102,10,8.75,115.0,166.135,664.54
0,13967,1,201107,5,2.0,42.0,80.7,80.7
0,13972,2,201109,3,7.5,93.5,95.12500000000001,190.25000000000003
7,13973,1,201102,10,11.0,109.0,264.7,264.7
4,13974,1,201110,2,28.0,249.0,413.59,413.59
7,13976,1,201105,7,10.0,154.0,357.9800000000001,357.9800000000001
0,13978,2,201111,1,7.5,157.5,98.395,196.79
5,13979,1,201109,3,54.0,639.0,869.8700000000001,869.8700000000001
0,13980,1,201110,2,11.0,172.0,200.14000000000001,200.14000000000001
6,13984,4,201111,1,3.75,67.75,122.00750000000001,488.03000000000003
4,13986,1,201111,1,13.0,430.0,320.46000000000004,320.46000000000004
1,13989,2,201110,2,20.5,656.5,633.04,1266.08
7,13990,1,201105,7,16.0,190.0,311.3,311.3
3,13991,6,201111,1,13.833333333333334,166.16666666666666,142.495,854.97
0,13992,1,201111,1,5.0,64.0,76.8,76.8
3,13995,5,201111,1,17.0,173.4,276.698,1383.49
4,14000,1,201105,7,15.0,710.0,635.6600000000001,635.6600000000001
4,14002,2,201107,5,23.5,438.5,264.865,529.73
1,14006,3,201108,4,10.0,213.66666666666666,320.72999999999996,962.1899999999999
4,14009,2,201105,7,21.0,182.5,347.80499999999995,695.6099999999999
7,14012,1,201103,9,11.0,160.0,328.8,328.8
6,14013,3,201108,4,11.333333333333334,154.0,157.67333333333332,473.02
4,14014,1,201109,3,39.0,1076.0,505.18000000000006,505.18000000000006
5,14015,1,201110,2,20.0,378.0,917.34,917.34
1,14019,3,201110,2,21.666666666666668,345.3333333333333,469.62000000000006,1408.8600000000001
4,14020,2,201111,1,19.5,220.5,321.4,642.8
6,14021,3,201107,5,7.333333333333333,64.0,210.63333333333333,631.9
7,14022,1,201104,8,28.0,487.0,440.0,440.0
4,14023,2,201112,0,15.5,172.5,292.035,584.07
0,14024,2,201108,4,8.0,75.0,163.85,327.7
0,14027,1,201110,2,6.0,62.0,104.82000000000002,104.82000000000002
0,14029,2,201110,2,7.5,99.0,233.82999999999998,467.65999999999997
6,14034,3,201111,1,28.666666666666668,105.0,170.67333333333332,512.02
3,14035,5,201111,1,13.2,147.8,285.604,1428.02
5,14036,1,201102,10,38.0,268.0,626.6499999999999,626.6499999999999
0,14037,2,201106,6,14.0,23.0,73.60000000000002,147.20000000000005
1,14038,3,201109,3,30.666666666666668,321.6666666666667,520.1266666666667,1560.38
0,14039,1,201111,1,6.0,92.0,152.2,152.2
7,14041,1,201103,9,21.0,94.0,141.41,141.41
2,14044,4,201111,1,52.25,77.0,163.205,652.82
7,14046,1,201102,10,13.0,443.0,151.58999999999997,151.58999999999997
1,14047,4,201112,0,7.75,94.75,324.82750000000004,1299.3100000000002
2,14048,1,201102,10,84.0,280.0,386.32999999999987,386.32999999999987
4,14050,2,201111,1,27.0,344.5,373.18,746.36
2,14052,1,201111,1,56.0,89.0,225.35999999999993,225.35999999999993
0,14053,2,201108,4,2.0,107.5,130.125,260.25
0,14054,1,201110,2,6.0,62.0,92.46,92.46
4,14055,1,201108,4,10.0,216.0,725.6400000000001,725.6400000000001
7,14059,1,201103,9,8.0,128.0,183.59999999999997,183.59999999999997
3,14064,5,201111,1,15.8,356.4,269.248,1346.24
7,14066,1,201103,9,7.0,45.0,152.55,152.55
0,14067,2,201110,2,26.0,180.5,187.35000000000002,374.70000000000005
7,14068,1,201101,11,24.0,73.0,265.85,265.85
3,14071,8,201112,0,39.125,107.75,161.57375000000002,1292.5900000000001
0,14073,1,201111,1,12.0,128.0,139.54,139.54
1,14075,3,201112,0,14.333333333333334,251.33333333333334,314.08666666666664,942.26
2,14076,1,201108,4,46.0,81.0,122.46999999999997,122.46999999999997
6,14077,5,201110,2,8.4,53.6,99.88399999999999,499.41999999999996
3,14078,6,201108,4,10.833333333333334,51.666666666666664,174.89499999999998,1049.37
4,14079,1,201108,4,12.0,301.0,375.09999999999997,375.09999999999997
0,14080,1,201111,1,4.0,48.0,45.599999999999994,45.599999999999994
2,14081,2,201102,10,75.5,297.0,457.3099999999999,914.6199999999998
7,14082,1,201100,12,29.0,110.0,182.24999999999997,182.24999999999997
3,14083,9,201112,0,20.11111111111111,81.33333333333333,113.1588888888889,1018.4300000000001
2,14087,1,201112,0,69.0,251.0,194.42,194.42
0,14089,1,201110,2,14.0,134.0,161.0,161.0
7,14090,1,201101,11,1.0,72.0,76.32000000000001,76.32000000000001
2,14093,1,201111,1,105.0,406.0,442.8499999999999,442.8499999999999
0,14098,1,201111,1,21.0,104.0,147.34999999999997,147.34999999999997
0,14100,1,201107,5,26.0,64.0,194.9,194.9
3,14102,5,201112,0,15.4,188.6,265.63599999999997,1328.1799999999998
0,14104,2,201107,5,10.5,36.0,108.105,216.21
5,14105,1,201104,8,74.0,800.0,1266.2300000000002,1266.2300000000002
4,14108,2,201111,1,17.0,190.5,298.95500000000004,597.9100000000001
0,14109,1,201109,3,4.0,56.0,80.2,80.2
6,14111,4,201111,1,2.5,114.5,173.2125,692.85
1,14113,4,201112,0,7.75,160.75,351.73,1406.92
7,14114,2,201103,9,7.5,50.5,193.26500000000001,386.53000000000003
3,14116,5,201111,1,14.4,141.4,276.54800000000006,1382.7400000000002
0,14117,1,201107,5,3.0,72.0,90.0,90.0
4,14124,1,201109,3,5.0,1618.0,419.58000000000004,419.58000000000004
6,14126,3,201112,0,4.666666666666667,152.66666666666666,214.54333333333332,643.63
6,14127,3,201108,4,14.666666666666666,107.0,236.57000000000002,709.71
4,14128,2,201110,2,23.0,282.0,318.75,637.5
3,14129,5,201112,0,10.4,118.4,224.772,1123.86
2,14130,1,201101,11,67.0,258.0,483.85999999999996,483.85999999999996
6,14133,3,201108,4,9.333333333333334,116.0,201.88,605.64
1,14138,2,201112,0,23.5,305.0,491.1900000000001,982.3800000000002
4,14139,1,201110,2,26.0,510.0,415.81999999999994,415.81999999999994
1,14140,2,201112,0,32.5,404.5,460.025,920.05
6,14141,4,201112,0,10.0,88.75,228.78250000000003,915.1300000000001
7,14142,1,201100,12,22.0,313.0,311.81000000000006,311.81000000000006
0,14143,1,201107,5,7.0,30.0,115.8,115.8
0,14147,2,201109,3,2.0,48.0,234.20000000000002,468.40000000000003
7,14148,1,201104,8,3.0,16.0,157.2,157.2
7,14149,1,201105,7,17.0,132.0,267.08000000000004,267.08000000000004
4,14150,2,201111,1,13.0,248.0,329.32000000000005,658.6400000000001
4,14152,2,201109,3,24.5,355.5,310.645,621.29
5,14154,2,201104,8,26.0,232.5,672.81,1345.62
7,14155,1,201103,9,6.0,25.0,118.75,118.75
0,14157,2,201111,1,24.0,142.0,216.44000000000005,432.8800000000001
4,14158,1,201110,2,41.0,781.0,507.66000000000014,507.66000000000014
1,14161,3,201105,7,36.0,151.66666666666666,370.17333333333335,1110.52
7,14162,2,201106,6,12.5,71.0,144.68,289.36
7,14165,1,201103,9,25.0,54.0,122.53999999999999,122.53999999999999
6,14167,4,201110,2,13.0,37.5,143.71,574.84
2,14171,1,201109,3,58.0,167.0,363.78999999999996,363.78999999999996
6,14173,4,201111,1,7.25,37.5,112.71000000000001,450.84000000000003
0,14174,1,201111,1,26.0,94.0,134.46,134.46
7,14176,4,201102,10,7.75,52.25,144.225,576.9
6,14177,4,201109,3,10.5,51.25,139.85250000000002,559.4100000000001
3,14178,7,201112,0,46.42857142857143,214.71428571428572,228.7042857142857,1600.9299999999998
2,14179,2,201110,2,82.5,165.0,359.8899999999999,719.7799999999997
4,14184,1,201110,2,24.0,127.0,452.89,452.89
7,14185,1,201101,11,3.0,6.0,197.65,197.65
4,14193,2,201110,2,21.0,222.5,426.69499999999994,853.3899999999999
1,14195,2,201105,7,3.5,380.0,505.99999999999994,1011.9999999999999
4,14196,1,201108,4,6.0,142.0,335.52,335.52
6,14198,4,201111,1,9.75,72.5,175.35,701.4
7,14199,1,201105,7,2.0,28.0,185.39999999999998,185.39999999999998
3,14201,7,201110,2,5.142857142857143,83.42857142857143,102.53428571428572,717.74
0,14204,1,201112,0,44.0,82.0,161.02999999999997,161.02999999999997
0,14205,2,201111,1,10.5,84.0,209.65000000000003,419.30000000000007
7,14206,1,201104,8,20.0,276.0,328.1599999999999,328.1599999999999
0,14208,1,201109,3,10.0,114.0,151.73999999999998,151.73999999999998
5,14212,1,201109,3,9.0,1152.0,1070.48,1070.48
3,14214,5,201111,1,13.4,150.2,200.87599999999998,1004.3799999999999
0,14218,1,201110,2,12.0,160.0,169.48000000000002,169.48000000000002
0,14219,1,201112,0,7.0,78.0,89.94,89.94
7,14220,2,201104,8,10.5,136.0,316.20000000000005,632.4000000000001
5,14222,1,201106,6,41.0,607.0,683.17,683.17
1,14223,3,201109,3,19.666666666666668,194.33333333333334,325.07666666666665,975.23
1,14224,4,201108,4,29.5,128.5,262.53,1050.12
1,14229,3,201110,2,13.0,199.33333333333334,510.7333333333333,1532.1999999999998
6,14231,3,201106,6,16.0,134.66666666666666,275.9866666666667,827.96
1,14233,4,201110,2,8.75,170.0,365.68,1462.72
6,14234,4,201111,1,39.75,240.75,193.86500000000004,775.4600000000002
0,14236,2,201109,3,7.5,155.0,245.43000000000004,490.86000000000007
7,14237,1,201100,12,9.0,38.0,161.00000000000003,161.00000000000003
7,14238,1,201101,11,8.0,111.0,146.85,146.85
1,14240,2,201111,1,21.0,209.0,445.17000000000013,890.3400000000003
7,14241,1,201106,6,10.0,146.0,213.70000000000002,213.70000000000002
7,14242,2,201104,8,8.0,61.5,140.27499999999998,280.54999999999995
1,14246,3,201108,4,25.0,268.0,491.3533333333334,1474.0600000000002
7,14247,1,201103,9,20.0,47.0,136.77,136.77
7,14248,1,201101,11,8.0,102.0,302.58,302.58
4,14256,2,201103,9,26.0,205.0,467.53,935.06
0,14259,1,201107,5,5.0,68.0,120.0,120.0
1,14261,2,201110,2,26.0,203.0,581.7249999999999,1163.4499999999998
0,14264,2,201107,5,8.5,35.0,166.985,333.97
4,14265,2,201108,4,15.5,165.0,265.09000000000003,530.1800000000001
1,14267,3,201106,6,16.0,158.66666666666666,437.4133333333334,1312.2400000000002
7,14270,1,201101,11,29.0,197.0,492.6499999999999,492.6499999999999
7,14271,1,201104,8,10.0,88.0,112.32000000000002,112.32000000000002
0,14272,2,201109,3,16.5,299.5,218.98000000000002,437.96000000000004
6,14273,4,201110,2,7.25,66.0,139.9925,559.97
1,14276,3,201109,3,20.666666666666668,246.33333333333334,352.9966666666666,1058.9899999999998
7,14280,1,201105,7,8.0,52.0,134.04,134.04
4,14284,2,201111,1,16.0,80.5,297.625,595.25
0,14287,3,201112,0,2.6666666666666665,79.0,52.07666666666666,156.23
4,14288,1,201105,7,16.0,188.0,426.6,426.6
3,14289,6,201112,0,7.833333333333333,48.666666666666664,151.87666666666667,911.26
6,14293,4,201112,0,15.25,177.25,261.63999999999993,1046.5599999999997
0,14295,1,201110,2,5.0,84.0,166.2,166.2
1,14297,4,201111,1,15.25,215.5,322.62,1290.48
0,14300,1,201111,1,3.0,32.0,43.2,43.2
4,14301,1,201108,4,13.0,606.0,640.14,640.14
7,14304,1,201105,7,16.0,136.0,368.6,368.6
7,14311,1,201104,8,16.0,136.0,247.35999999999999,247.35999999999999
3,14312,6,201110,2,14.5,168.66666666666666,268.59833333333336,1611.5900000000001
0,14314,1,201108,4,8.0,296.0,120.0,120.0
4,14317,1,201110,2,24.0,255.0,508.58,508.58
7,14320,2,201105,7,12.5,126.5,191.25500000000002,382.51000000000005
3,14321,5,201111,1,24.6,481.2,306.15000000000003,1530.7500000000002
4,14323,2,201108,4,17.5,172.0,293.68,587.36
7,14326,1,201104,8,7.0,99.0,166.85,166.85
7,14327,1,201106,6,12.0,139.0,311.65000000000003,311.65000000000003
0,14331,2,201108,4,14.0,126.0,231.32999999999998,462.65999999999997
6,14332,3,201111,1,8.666666666666666,160.33333333333334,288.77,866.31
4,14333,1,201110,2,14.0,57.0,402.7,402.7
4,14335,2,201111,1,31.5,189.5,234.13,468.26
1,14336,4,201111,1,22.5,439.75,403.72749999999996,1614.9099999999999
4,14338,2,201107,5,15.5,167.5,294.10999999999996,588.2199999999999
7,14339,1,201104,8,13.0,156.0,299.56,299.56
7,14340,1,201105,7,6.0,58.0,134.7,134.7
6,14342,4,201111,1,5.25,86.75,167.14,668.56
3,14344,8,201108,4,8.875,59.625,111.24125000000002,889.9300000000002
0,14345,1,201111,1,6.0,50.0,108.97999999999999,108.97999999999999
1,14346,2,201108,4,30.0,302.5,510.7900000000001,1021.5800000000002
7,14348,1,201103,9,18.0,183.0,409.57,409.57
0,14349,1,201111,1,31.0,86.0,133.50000000000006,133.50000000000006
7,14350,1,201103,9,17.0,171.0,265.04999999999995,265.04999999999995
0,14351,1,201106,6,1.0,12.0,51.0,51.0
6,14352,4,201107,5,11.75,134.5,269.74,1078.96
7,14353,1,201105,7,6.0,64.0,90.6,90.6
0,14354,2,201112,0,4.5,105.0,81.81,163.62
7,14355,1,201100,12,11.0,92.0,174.4,174.4
4,14356,2,201109,3,16.0,135.5,341.94499999999994,683.8899999999999
4,14357,1,201110,2,41.0,148.0,225.77000000000012,225.77000000000012
6,14359,3,201111,1,18.0,122.33333333333333,299.06,897.1800000000001
0,14362,1,201111,1,41.0,100.0,161.20000000000002,161.20000000000002
7,14368,1,201101,11,8.0,36.0,155.00000000000003,155.00000000000003
7,14371,1,201102,10,4.0,34.0,100.5,100.5
7,14373,1,201100,12,4.0,17.0,76.55,76.55
2,14375,1,201106,6,75.0,194.0,257.67999999999995,257.67999999999995
4,14377,2,201106,6,5.5,109.5,308.525,617.05
0,14379,2,201110,2,23.0,146.0,174.04999999999998,348.09999999999997
2,14381,1,201110,2,56.0,146.0,202.6800000000001,202.6800000000001
2,14382,1,201111,1,131.0,1237.0,626.07,626.07
1,14383,3,201111,1,19.666666666666668,272.3333333333333,415.8966666666667,1247.69
0,14385,3,201111,1,4.666666666666667,53.0,67.36999999999999,202.10999999999999
7,14386,1,201102,10,7.0,54.0,142.4,142.4
1,14389,2,201110,2,22.5,364.5,521.73,1043.46
7,14393,1,201105,7,5.0,13.0,67.94999999999999,67.94999999999999
4,14396,2,201110,2,36.5,112.5,243.99499999999998,487.98999999999995
4,14400,1,201107,5,24.0,450.0,559.7,559.7
1,14403,4,201108,4,3.5,128.25,356.5775,1426.31
3,14404,6,201111,1,17.0,138.5,239.12,1434.72
0,14406,1,201108,4,8.0,77.0,156.75,156.75
3,14410,9,201109,3,19.88888888888889,59.666666666666664,110.78111111111112,997.0300000000001
5,14411,1,201102,10,14.0,196.0,1063.0,1063.0
4,14412,2,201110,2,21.5,393.0,385.015,770.03
7,14413,1,201100,12,23.0,68.0,122.7,122.7
3,14414,7,201109,3,13.857142857142858,358.85714285714283,213.8542857142857,1496.98
0,14416,2,201111,1,7.0,163.0,245.11,490.22
3,14419,6,201111,1,34.333333333333336,81.16666666666667,176.34333333333333,1058.06
4,14420,1,201109,3,29.0,334.0,387.52,387.52
4,14421,2,201110,2,13.5,182.5,406.55499999999995,813.1099999999999
7,14423,1,201105,7,3.0,120.0,265.2,265.2
0,14424,1,201111,1,1.0,48.0,322.08,322.08
0,14427,2,201110,2,8.5,114.0,181.67000000000002,363.34000000000003
3,14428,5,201112,0,28.4,86.6,247.046,1235.23
7,14431,1,201102,10,17.0,130.0,470.35999999999996,470.35999999999996
3,14434,6,201111,1,2.0,61.333333333333336,228.79999999999998,1372.8
0,14436,1,201109,3,9.0,129.0,89.06,89.06
7,14437,1,201100,12,5.0,60.0,63.0,63.0
7,14438,1,201102,10,9.0,82.0,131.9,131.9
5,14442,2,201105,7,31.5,241.0,794.9100000000001,1589.8200000000002
1,14443,4,201110,2,23.25,234.5,355.04999999999995,1420.1999999999998
2,14446,4,201112,0,73.0,218.25,258.695,1034.78
3,14447,5,201111,1,14.0,114.2,232.64600000000002,1163.23
0,14448,2,201111,1,10.0,52.0,187.675,375.35
2,14449,4,201111,1,64.5,189.25,226.77499999999995,907.0999999999998
6,14450,3,201106,6,13.333333333333334,80.33333333333333,161.08333333333334,483.25
2,14451,2,201110,2,54.5,194.5,331.29499999999996,662.5899999999999
0,14452,2,201111,1,31.0,59.5,132.22000000000003,264.44000000000005
7,14453,1,201106,6,22.0,49.0,119.93000000000002,119.93000000000002
7,14457,1,201102,10,4.0,88.0,113.64,113.64
6,14460,3,201108,4,5.333333333333333,293.6666666666667,144.78,434.34
6,14463,3,201109,3,2.0,59.666666666666664,176.54,529.62
1,14465,3,201104,8,43.333333333333336,135.0,352.8733333333333,1058.62
6,14467,4,201111,1,22.5,69.5,149.69,598.76
0,14470,2,201111,1,21.5,96.5,230.59499999999997,461.18999999999994
0,14473,2,201109,3,3.5,44.0,117.17000000000002,234.34000000000003
4,14474,1,201110,2,29.0,140.0,547.6600000000001,547.6600000000001
6,14475,3,201109,3,14.0,149.0,308.61666666666673,925.8500000000001
7,14476,1,201103,9,19.0,132.0,215.7,215.7
1,14477,4,201111,1,2.5,180.0,327.4,1309.6
7,14479,2,201103,9,9.0,58.5,158.125,316.25
0,14480,1,201111,1,13.0,143.0,279.05,279.05
4,14481,2,201106,6,15.0,244.5,318.255,636.51
7,14483,1,201103,9,9.0,97.0,137.10000000000002,137.10000000000002
4,14484,1,201110,2,14.0,210.0,321.91999999999996,321.91999999999996
2,14485,1,201111,1,47.0,71.0,165.75000000000003,165.75000000000003
3,14487,6,201111,1,24.0,122.5,199.38833333333335,1196.3300000000002
5,14488,1,201110,2,46.0,799.0,1064.2800000000002,1064.2800000000002
4,14489,1,201105,7,30.0,299.0,463.38000000000005,463.38000000000005
7,14491,2,201106,6,8.5,69.5,170.465,340.93
0,14494,1,201111,1,7.0,92.0,139.56,139.56
0,14495,2,201110,2,3.0,31.0,61.9,123.8
7,14496,2,201102,10,9.5,79.5,269.405,538.81
7,14497,1,201102,10,29.0,235.0,475.3699999999999,475.3699999999999
2,14499,3,201111,1,64.66666666666667,167.0,271.7733333333333,815.3199999999999
0,14500,3,201109,3,2.3333333333333335,39.0,118.95,356.85
0,14501,2,201106,6,4.5,68.5,110.605,221.21
6,14504,4,201110,2,26.75,77.0,168.315,673.26
3,14507,6,201111,1,15.666666666666666,98.0,228.03000000000006,1368.1800000000003
0,14508,2,201111,1,28.5,65.5,138.20999999999998,276.41999999999996
3,14511,5,201111,1,13.0,154.4,253.48199999999997,1267.4099999999999
7,14512,2,201106,6,11.5,61.0,137.64,275.28
6,14513,3,201108,4,2.0,118.33333333333333,146.16333333333333,438.49
1,14514,3,201110,2,24.333333333333332,196.33333333333334,351.7833333333333,1055.35
0,14517,2,201111,1,9.0,45.5,165.22500000000002,330.45000000000005
0,14518,1,201110,2,16.0,278.0,174.37,174.37
0,14520,2,201112,0,2.0,73.0,135.3,270.6
6,14522,4,201111,1,4.25,131.25,243.635,974.54
0,14523,1,201108,4,12.0,251.0,241.09000000000003,241.09000000000003
4,14528,1,201111,1,18.0,278.0,364.22,364.22
2,14529,3,201110,2,76.33333333333333,116.0,206.67999999999998,620.04
6,14532,4,201104,8,16.0,71.0,233.21249999999998,932.8499999999999
7,14536,1,201103,9,19.0,40.0,171.8,171.8
4,14537,1,201110,2,10.0,120.0,355.5600000000001,355.5600000000001
0,14538,2,201110,2,9.5,77.5,194.12499999999997,388.24999999999994
4,14539,2,201111,1,16.0,214.0,268.74,537.48
1,14540,3,201111,1,25.333333333333332,140.33333333333334,332.08666666666664,996.26
3,14541,8,201110,2,13.875,80.875,182.70625,1461.65
7,14542,1,201106,6,5.0,19.0,103.25000000000001,103.25000000000001
4,14548,2,201107,5,2.0,128.0,326.4,652.8
7,14549,1,201102,10,56.0,136.0,289.2399999999999,289.2399999999999
4,14550,2,201111,1,24.0,197.0,382.80999999999995,765.6199999999999
0,14551,2,201111,1,5.0,53.0,93.11500000000001,186.23000000000002
2,14552,1,201107,5,58.0,91.0,165.07000000000005,165.07000000000005
6,14553,5,201111,1,22.6,98.6,171.85399999999998,859.2699999999999
0,14555,2,201110,2,10.5,65.0,162.07000000000002,324.14000000000004
1,14561,3,201109,3,23.0,338.0,360.2533333333333,1080.7599999999998
5,14566,1,201108,4,4.0,800.0,1432.0,1432.0
1,14567,2,201110,2,16.5,206.0,765.1800000000001,1530.3600000000001
0,14569,1,201112,0,12.0,79.0,227.39,227.39
7,14570,2,201103,9,14.0,47.0,108.60499999999998,217.20999999999995
3,14573,8,201106,6,28.75,67.375,200.70874999999995,1605.6699999999996
7,14576,1,201100,12,1.0,12.0,35.400000000000006,35.400000000000006
6,14577,4,201111,1,30.75,88.25,214.92749999999998,859.7099999999999
0,14578,1,201112,0,24.0,240.0,168.63,168.63
0,14581,1,201111,1,17.0,217.0,138.6,138.6
0,14582,1,201110,2,6.0,73.0,114.11,114.11
2,14583,5,201112,0,66.0,158.4,210.51,1052.55
6,14584,4,201106,6,24.75,94.75,244.61499999999998,978.4599999999999
0,14585,1,201110,2,29.0,91.0,157.05,157.05
7,14586,1,201103,9,11.0,236.0,134.16,134.16
3,14587,9,201111,1,42.55555555555556,84.55555555555556,177.9044444444445,1601.1400000000003
7,14589,1,201100,12,3.0,5.0,39.75,39.75
1,14591,4,201111,1,49.25,324.25,361.78499999999997,1447.1399999999999
2,14592,3,201111,1,54.666666666666664,138.33333333333334,190.15333333333334,570.46
2,14593,3,201111,1,50.666666666666664,110.66666666666667,205.99666666666667,617.99
0,14594,2,201112,0,26.5,92.5,189.915,379.83
1,14597,2,201111,1,27.5,288.5,441.5750000000001,883.1500000000002
2,14598,1,201110,2,50.0,189.0,221.97000000000003,221.97000000000003
7,14600,1,201102,10,25.0,125.0,393.3299999999999,393.3299999999999
0,14601,1,201111,1,7.0,168.0,213.96000000000004,213.96000000000004
4,14603,1,201103,9,2.0,400.0,660.0,660.0
6,14609,4,201109,3,1.0,1756.5,150.39000000000001,601.5600000000001
7,14616,3,201104,8,1.0,34.666666666666664,135.36,406.08000000000004
6,14618,3,201111,1,5.333333333333333,88.0,184.48000000000002,553.44
7,14619,1,201104,8,20.0,152.0,394.43999999999994,394.43999999999994
7,14620,2,201105,7,13.0,107.0,206.39,412.78
7,14622,1,201106,6,21.0,146.0,320.58,320.58
6,14623,5,201111,1,26.4,81.0,172.93400000000003,864.6700000000001
0,14624,2,201110,2,6.5,81.0,112.92499999999998,225.84999999999997
4,14625,2,201105,7,26.0,166.5,432.865,865.73
4,14628,2,201109,3,12.0,136.0,335.98,671.96
2,14629,2,201112,0,76.0,190.0,479.50499999999977,959.0099999999995
1,14631,3,201110,2,13.666666666666666,207.33333333333334,335.66,1006.98
7,14632,1,201103,9,8.0,96.0,114.55999999999999,114.55999999999999
7,14633,1,201103,9,20.0,96.0,344.9000000000001,344.9000000000001
4,14636,2,201111,1,14.0,120.5,304.925,609.85
4,14638,1,201110,2,16.0,166.0,443.6,443.6
0,14641,1,201111,1,7.0,90.0,110.46,110.46
0,14642,1,201110,2,2.0,76.0,96.12,96.12
4,14643,2,201106,6,15.5,407.5,346.90500000000003,693.8100000000001
4,14644,2,201110,2,13.0,129.0,415.38000000000005,830.7600000000001
4,14645,2,201107,5,15.0,190.5,298.545,597.09
7,14647,1,201105,7,30.0,95.0,243.21999999999994,243.21999999999994
1,14649,4,201112,0,49.75,254.5,354.3224999999999,1417.2899999999995
2,14651,2,201110,2,51.0,172.0,327.29999999999995,654.5999999999999
0,14652,1,201109,3,29.0,53.0,114.18000000000002,114.18000000000002
7,14656,2,201106,6,40.0,60.0,145.52500000000003,291.05000000000007
6,14657,4,201111,1,31.25,116.25,209.56749999999994,838.2699999999998
0,14658,2,201112,0,14.5,23.5,123.575,247.15
0,14660,2,201109,3,15.0,114.0,142.87,285.74
0,14661,1,201111,1,4.0,35.0,107.95,107.95
6,14662,4,201111,1,42.0,150.5,192.79250000000008,771.1700000000003
2,14664,2,201111,1,49.5,233.0,318.94500000000005,637.8900000000001
3,14665,5,201110,2,13.0,100.4,255.23600000000002,1276.18
0,14666,1,201111,1,13.0,155.0,179.95,179.95
1,14669,3,201104,8,56.666666666666664,258.3333333333333,423.3299999999999,1269.9899999999998
2,14670,2,201103,9,66.0,168.5,205.76500000000007,411.53000000000014
4,14672,2,201104,8,30.5,227.0,382.7750000000001,765.5500000000002
2,14675,1,201111,1,102.0,341.0,604.7499999999999,604.7499999999999
6,14681,3,201109,3,2.3333333333333335,25.333333333333332,166.31666666666666,498.95
0,14682,2,201106,6,1.0,40.0,26.0,52.0
2,14684,5,201111,1,84.2,170.6,247.25600000000003,1236.2800000000002
4,14687,1,201108,4,15.0,470.0,628.3799999999999,628.3799999999999
7,14689,1,201105,7,13.0,76.0,112.80000000000001,112.80000000000001
